month_date_yyyymm,county_fips,county_name,median_listing_price,median_listing_price_mm,median_listing_price_yy,active_listing_count,active_listing_count_mm,active_listing_count_yy,median_days_on_market,median_days_on_market_mm,median_days_on_market_yy,new_listing_count,new_listing_count_mm,new_listing_count_yy,price_increased_count,price_increased_count_mm,price_increased_count_yy,price_reduced_count,price_reduced_count_mm,price_reduced_count_yy,pending_listing_count,pending_listing_count_mm,pending_listing_count_yy,median_listing_price_per_square_feet,median_listing_price_per_square_feet_mm,median_listing_price_per_square_feet_yy,median_square_feet,median_square_feet_mm,median_square_feet_yy,average_listing_price,average_listing_price_mm,average_listing_price_yy,total_listing_count,total_listing_count_mm,total_listing_count_yy,pending_ratio,pending_ratio_mm,pending_ratio_yy
202006,51003,"albemarle, va",549950,0.0185,0.0377,454,-0.0938,-0.2582,88.5,0.18,0.0536,108,-0.1563,-0.3864,20,0,0,80,0.25,-0.375,378,0.0134,-0.2559,198.9494576,0.0279,0.0526,2702,0.0063,-0.0288,736828,0.0076,-0.0706,832,-0.0481,-0.2571,0.8326,0.0881,0.0025
202006,47147,"robertson, tn",312282.5,0.0229,0.062,174,-0.1792,-0.272,34,-0.0556,-0.0286,104,-0.0714,-0.2973,4,0,-0.5,40,-0.3333,-0.5,162,0.3279,0.6531,149.5611118,-0.0065,0.0846,2132,0.04,-0.0726,381587,0.0255,0.0913,336,0.006,-0.003,0.931,0.3556,0.521
202006,39165,"warren, oh",410050,0.0393,0.0792,518,-0.0425,-0.4153,45,-0.1,0,344,0.1169,-0.2586,4,0,-0.5,184,0.15,-0.4524,858,0.3261,0.1867,115.2728274,-0.006,-0.0139,1865,-0.0465,-0.1346,469756,0.027,0.0277,1376,0.1582,-0.1448,1.6564,0.4604,0.8403
202006,27003,"anoka, mn",337500,0.0076,0.0716,625,-0.031,-0.2515,35.5,0.0758,0.1452,504,-0.0382,-0.2222,16,1,0.3333,132,-0.0294,-0.4677,730,0.1661,0.0111,152.6548833,0.0053,0.0426,2037,0.0134,0.001,373148,0.013,0.058,1355,0.0661,-0.1297,1.168,0.1975,0.3033
202006,39159,"union, oh",319950,0.0735,0.3709,57,-0.0339,-0.4519,59,0.0536,0.6857,48,0.2,-0.0769,0,,,24,-0.1429,-0.5385,90,0.0465,-0.0217,131.7165669,0.0448,0.0698,2091.5,0.0133,0.1287,334159,0.0537,0.2357,147,0.0138,-0.25,1.5789,0.1213,0.6943
202006,18157,"tippecanoe, in",304950,0.0889,0.0736,183,-0.1327,-0.2824,45,-0.1,0.4063,144,0.0588,-0.25,0,,,68,0.2143,-0.32,78,0.3929,-0.1702,119.3840416,0.0033,0.075,2415.5,0.0363,-0.0141,339873,0.0517,0.0576,261,-0.0225,-0.2521,0.4262,0.1608,0.0576
202006,12085,"martin, fl",399050,0.0101,0.01,1409,-0.1232,-0.208,102,0.1209,0.2,328,-0.0465,-0.2115,24,-0.25,2,300,-0.1071,-0.3056,736,0.4347,0.1271,204.6219666,0.001,0.0457,1927.5,0.0118,-0.0304,754907,-0.0444,-0.0477,2145,0.0118,-0.118,0.5224,0.2031,0.1553
202006,42103,"pike, pa",204549.5,0.0763,0.082,480,-0.1504,-0.3932,109,0.0093,0.473,180,1.25,-0.0426,4,-0.5,0,68,0.8889,-0.5278,330,1.0886,0.2177,94.9020119,0.0243,0.0345,2139,-0.0079,0.0444,282166,0.0498,0.1479,810,0.1203,-0.2373,0.6875,0.4079,0.3449
202006,13073,"columbia, ga",282450,0.0086,0.0537,388,-0.1692,-0.4589,57,-0.05,0.2391,268,0.2182,-0.3021,20,-0.2857,0.6667,64,-0.4074,-0.6364,739,0.2016,0.2654,113.0815832,0.0087,0.0716,2594,-0.0211,-0.0099,356549,0.0119,0.0924,1127,0.0416,-0.1337,1.9046,0.5877,1.0901
202006,47089,"jefferson, tn",295000,-0.0152,-0.0152,154,-0.1098,-0.5958,76.5,0.0338,0.275,76,0.1875,-0.3214,0,,,28,-0.125,-0.6818,185,0.2013,0.0632,137.7216226,0.0583,0.0404,2041.5,-0.0325,-0.0754,378196,0.0093,-0.1349,339,0.0367,-0.3892,1.2013,0.3111,0.7446
202006,6089,"shasta, ca",399900,0.0609,0.1763,551,-0.0597,-0.3025,53.5,0.0094,0.1146,208,-0.0714,-0.2778,20,0.25,0.25,160,0.25,-0.4286,33,0.0645,0.65,201.543904,0.0164,0.0542,1964,0.0261,0.0911,488400,0.0467,0.1104,584,-0.0535,-0.279,0.0599,0.007,0.0346
202006,22079,"rapides, la",214050,0.0974,0.0444,268,-0.0822,-0.4346,99.5,0.0474,0.4014,92,0.3529,-0.2581,4,,0,84,0.9091,-0.25,194,0.2278,0.4478,105.8497987,0.038,0.0629,1913,0.0042,-0.0473,262278,0.0481,0.089,462,0.0267,-0.2401,0.7239,0.1828,0.4412
202006,1125,"tuscaloosa, al",254950,0.0387,0.0625,754,-0.0195,-0.1343,77.5,0.0616,0.1742,304,0.3103,-0.0256,32,0.3333,1,104,-0.1333,-0.2353,589,0.1481,23.5417,134.9810656,0.0029,0.102,1799,0.0268,-0.0077,380294,0.0035,0.1142,1343,0.0476,0.5006,0.7812,0.1141,0.7536
202006,37151,"randolph, nc",225500,0.0486,0.1329,171,-0.0229,-0.3596,64.5,0.075,0.2404,80,-0.0476,-0.2857,8,,,40,0,-0.4118,105,-0.0541,0.0938,0,,,0,,,257005,-0.0003,0.0368,276,-0.035,-0.2397,0.614,-0.0203,0.2545
202006,41017,"deschutes, or",498050,-0.002,-0.0423,1127,-0.0904,-0.3718,67.5,-0.0074,0.3776,500,0.1161,-0.2424,28,-0.2222,-0.3636,260,-0.058,-0.5423,1062,0.4236,0.3111,250.2328257,0.0118,0.0023,2054,0.0103,-0.0334,664407,0.0219,-0.0437,2189,0.1028,-0.1594,0.9423,0.3402,0.4908
202006,40031,"comanche, ok",127000,0.0164,0.0164,361,-0.1445,-0.3881,82.5,0.0185,0.0577,128,0.0323,-0.2,8,0,,48,-0.2,-0.4286,6,-0.25,,80.83333333,0.0059,0.0347,1612,0.0075,0.0075,169287,0.0076,0.1361,367,-0.1465,-0.378,0.0166,-0.0023,0.0166
202006,39087,"lawrence, oh",145050,0.124,0.0357,136,-0.1447,-0.3818,85.5,-0.1857,-0.0058,48,0.2,0,0,,,28,0.1667,-0.5333,88,0.1,0.6,85.89514399,0.051,-0.0408,1701,0.1401,0.0526,178296,0.0968,0.0417,224,-0.0628,-0.1855,0.6471,0.1439,0.3971
202006,20177,"shawnee, ks",165000,-0.0438,0.1004,196,-0.0439,-0.4759,21.5,-0.3485,-0.2833,180,0.3235,-0.1667,0,,-1,76,0.3571,-0.4412,29,0.0357,0.2609,82.34690223,0.0033,0.1107,1857,-0.0554,0.0248,212797,-0.0247,0.1803,225,-0.0343,-0.4332,0.148,0.0114,0.0865
202006,2020,"anchorage, ak",353050,0.0262,0.0262,879,0.0034,-0.2595,42,-0.25,-0.16,468,0.2717,-0.0085,12,0,0,336,0.0909,-0.3226,0,,,185.8524536,0.0216,0.0427,1838.5,0.0157,-0.0051,397774,0.0387,0.0596,879,0.0034,-0.2595,0,0,0
202006,22101,"st. mary, la",149050,0.0143,0.0419,169,0,0.0368,119.5,0.0766,0.1602,28,0.1667,-0.125,0,,,24,-0.25,-0.1429,28,0.2174,0.5556,77.85695434,0.0091,0.343,2110,-0.0024,0.4776,225404,-0.0129,0.1148,197,0.026,0.0884,0.1657,0.0296,0.0553
202006,1077,"lauderdale, al",234950,0.0491,0.068,222,-0.1591,-0.4638,66,-0.0959,0,88,0.2222,-0.3529,4,0,,48,-0.1429,-0.5385,1,-0.5,0,96.89368936,0.0039,0.0023,2228.5,0.0839,0.0308,306072,0.0842,0.0933,223,-0.1617,-0.4627,0.0045,-0.0031,0.0021
202006,31055,"douglas, ne",320550,0.0175,0.0701,931,-0.1048,-0.2871,45,-0.0625,0.5517,660,-0.0782,-0.321,84,0.6154,0.5,212,0,-0.5225,1868,0.1349,466,136.4834794,0.0173,0.0838,2234.5,-0.0182,-0.0174,396751,0.017,0.0766,2799,0.0421,1.1366,2.0064,0.4238,2.0034
202006,21199,"pulaski, ky",207500,0.0638,0.1531,285,-0.1094,-0.4013,103,0.0957,0.3038,80,0.25,-0.2593,0,,,32,-0.3846,-0.68,122,0.0893,0.4023,95.04731702,0.006,0.1189,2041,0.0499,0.1466,263323,0.0703,0.1881,407,-0.0579,-0.2771,0.4281,0.0781,0.2453
202006,39093,"lorain, oh",212250,0.061,0.0558,478,-0.1585,-0.4409,64,-0.0986,0.2308,296,0.0725,-0.1957,4,-0.5,-0.5,176,0.375,-0.4133,760,0.1747,0.0873,97.6156049,0.0114,-0.0531,1909,0.0352,0.0725,276718,0.0445,0.1083,1238,0.0189,-0.2033,1.59,0.4509,0.7724
202006,26015,"barry, mi",262450,0.05,0.1166,111,0.0183,-0.4585,41,-0.3492,-0.0682,76,-0.05,-0.1739,0,,,40,1,-0.5238,139,0.6353,33.75,135.9619935,0.0772,0.1053,1965,-0.048,-0.0046,324658,0.0074,-0.0177,250,0.2887,0.1962,1.2523,0.4724,1.2327
202006,12087,"monroe, fl",819550,0.0257,0.0712,1597,-0.0843,-0.1568,132,0.082,0.0476,276,0.3019,0.0455,28,0.75,1.3333,232,0.2889,-0.1831,396,0.5777,0.1964,539.3423763,0.0117,0.1024,1517.5,0.0036,0.0365,1579055,0.0198,0.1434,1993,-0.001,-0.1043,0.248,0.104,0.0732
202006,12021,"collier, fl",499050,0.0081,0.0507,5647,-0.064,-0.2361,111.5,0.0721,0.0229,1228,0.1245,0.081,108,0.5,0.6875,964,0,-0.2492,1931,0.3962,0.1366,258.1830261,0.0228,0.0436,1927.5,0.0013,0.0253,1029155,0.0168,0.112,7578,0.0218,-0.1664,0.342,0.1127,0.1121
202006,21073,"franklin, ky",261400,-0.0249,0.1719,103,-0.1488,-0.3179,88.5,0.1959,0.3409,32,-0.1111,-0.4286,0,,,24,1,-0.3333,122,0.1845,0.1845,122.8123762,0.0108,0.2453,2010,-0.0142,-0.0142,359883,0.0266,0.2842,225,0.0045,-0.1142,1.1845,0.3332,0.5023
202006,40079,"le flore, ok",156800,0.0113,0.2589,129,0.0078,-0.3485,98,-0.0667,0.3425,44,0.5714,0.2222,0,,-1,12,-0.25,-0.5,13,-0.1333,0.3,88.05841924,0.0498,0.1182,1712,0.0047,0.1353,190167,0.0311,0.1776,142,-0.007,-0.3173,0.1008,-0.0164,0.0503
202006,19169,"story, ia",259950,-0.0004,-0.0345,346,0.0581,-0.2731,55,-0.1406,0.0377,180,0.2162,-0.0816,4,-0.8,-0.5,164,0.4138,-0.3051,332,0.0779,1.3546,176.4365463,0.009,0.0671,1546,-0.0209,-0.0307,297930,0.0013,-0.0218,678,0.0677,0.0989,0.9595,0.0176,0.6633
202006,28045,"hancock, ms",247950,0.0351,0.0783,232,-0.0973,-0.284,98,0.1395,0.3243,60,0.0714,-0.25,4,-0.5,0,56,0.1667,-0.3636,86,0.1026,0.1169,123.3796801,0.0019,0.076,1728,0.0177,-0.0389,280099,0.0283,0.0901,318,-0.0507,-0.207,0.3707,0.0672,0.133
202006,45003,"aiken, sc",242500,0.0144,0.0321,663,-0.098,-0.2809,84.5,0.0305,-0.0059,236,0.1346,-0.1806,60,0.1538,1.1429,156,-0.025,-0.25,362,0.1947,0.1792,115.2392902,0.0144,0.0935,2267.5,-0.002,0.0145,340146,0.0403,0.048,1025,-0.0125,-0.166,0.546,0.1338,0.213
202006,18057,"hamilton, in",389750,0.0037,-0.0247,772,-0.0699,-0.3529,45,-0.1346,0.0465,540,0.1739,-0.0816,40,1.5,2.3333,344,-0.0337,-0.4724,1114,0.3152,0.1041,128.4355563,0.0123,0.1187,3300.5,0.0093,-0.1118,499487,0.0214,0.0107,1886,0.1246,-0.1435,1.443,0.4225,0.5972
202006,39083,"knox, oh",237500,0.0564,0.1307,128,-0.1847,-0.5817,56,0.098,0.2444,84,0.1667,-0.2222,0,,,36,0.125,-0.5714,181,0.1456,1.0568,97.06307325,0.0353,0.0437,1841,0.1171,0.1057,330786,0.2031,0.2191,309,-0.019,-0.2157,1.4141,0.4077,1.1265
202006,28081,"lee, ms",227000,0.0561,-0.0024,213,-0.1162,-0.368,83,0.0375,0.169,64,-0.1111,-0.3846,0,-1,,36,-0.25,-0.5909,176,0.1733,0.2847,99.82780195,0.007,0.0134,2247.5,-0.0029,-0.0452,283203,0.0334,0.0186,389,-0.0051,-0.1793,0.8263,0.2039,0.4198
202006,13097,"douglas, ga",255045,0.0241,0.0204,524,-0.1774,-0.4637,50.5,-0.1583,0.0306,336,0.0909,-0.2432,20,-0.5455,-0.5833,164,-0.0465,-0.506,757,0.2512,0.037,105.3643108,0.0052,0.1142,2054,0.0158,-0.02,303678,0.0229,0.0988,1281,0.0314,-0.2496,1.4447,0.4949,0.6975
202006,37027,"caldwell, nc",244750,-0.0173,-0.0762,96,-0.1273,-0.4545,69.5,0.0373,0.0373,36,-0.1818,-0.4375,0,,,24,0,-0.5,72,-0.0769,-0.0137,111.7250674,0.0266,0.0492,1977.5,-0.0162,-0.1556,326514,0.1357,-0.0072,168,-0.1064,-0.3253,0.75,0.0409,0.3352
202006,36015,"chemung, ny",140000,0.0773,0.1809,243,0.0253,-0.1352,93,0.0568,0.6607,104,0.7333,-0.1333,0,,,40,0.4286,-0.5,135,0.3918,-0.2105,79.80394824,0.024,0.172,1817,0.0455,0.0006,184215,0.0939,0.066,378,0.1317,-0.1637,0.5556,0.1463,-0.053
202006,40037,"creek, ok",155000,0.0686,-0.0224,97,0.0104,-0.3576,64.5,0.0932,0.3723,40,-0.0909,-0.3333,0,,,36,0.5,-0.3571,99,0.0206,-0.0294,91.03952515,0.0568,0.0106,1697,0.0018,-0.0572,216141,0.0795,0.1325,196,0.0155,-0.2253,1.0206,0.0102,0.3451
202006,24035,"queen anne's, md",430000,0.0093,-0.0443,308,-0.0861,-0.2753,90,0.0465,0.3433,96,0,-0.1724,4,,,56,-0.3,-0.5758,89,0.3906,0.6481,197.7367146,0.0096,0.0426,2216,0.0147,-0.0477,666862,0.0219,0.0431,397,-0.01,-0.1712,0.289,0.0991,0.1619
202006,30111,"yellowstone, mt",336000,0.0668,0.1588,379,-0.0429,-0.3965,42.5,-0.1827,-0.1667,224,0.0566,-0.2113,8,,1,100,0.0417,-0.4792,465,0.1893,0.1286,137.850539,0.0201,0.0929,2562,0.0535,0.0838,476170,0.0467,0.2587,844,0.0724,-0.1885,1.2269,0.2395,0.5709
202006,51061,"fauquier, va",609050,0.0235,0.16,215,-0.1569,-0.4893,73.5,0.0652,0.3611,96,-0.0769,-0.3333,0,-1,-1,56,-0.0667,-0.5484,110,0.1957,0.0784,216.6855805,0.0312,0.1545,2994,-0.002,0.0693,1688116,0.1007,0.5912,325,-0.0634,-0.3786,0.5116,0.1508,0.2693
202006,9015,"windham, ct",257500,0.0096,0.0302,307,-0.0254,-0.4508,58,-0.0333,0.0943,144,0.3333,-0.28,4,0,-0.5,44,-0.1538,-0.6857,6,1,0.2,146.3660283,0.0311,0.0482,1689.5,-0.0211,-0.0433,322809,0.0001,0.1547,313,-0.0157,-0.445,0.0195,0.01,0.0106
202006,42101,"philadelphia, pa",275050,0.0377,0.1,3539,0.0776,-0.1926,60,-0.2,0.2,1668,0.3808,-0.1109,60,-0.1667,0.0714,1252,1.4077,-0.2902,690,0.8449,-0.2221,208.8335831,0.0565,0.0994,1249,0.0008,-0.0087,424647,0.0486,0.156,4229,0.1561,-0.1975,0.195,0.0811,-0.0074
202006,20045,"douglas, ks",328050,-0.031,0.0095,260,-0.1304,-0.4037,49.5,-0.1466,0.3378,136,-0.1053,-0.4688,0,,,52,-0.1333,-0.5806,88,0.0602,5.2857,144.5871004,0.0471,0.0975,2412,0,-0.0313,399193,0.0299,0.0957,348,-0.089,-0.2267,0.3385,0.0609,0.3064
202006,47163,"sullivan, tn",225050,0.0051,0.0274,352,-0.0737,-0.3846,71.5,0.0214,0.2544,140,0.0294,-0.3966,0,-1,-1,96,-0.1429,-0.4545,281,0.0369,-0.0726,103.7995902,0.0207,0.0701,2010,-0.0205,-0.0839,337036,0.0368,0.0149,633,-0.0276,-0.2766,0.7983,0.0851,0.2686
202006,54081,"raleigh, wv",134900,-0.0011,-0.1465,279,-0.0176,-0.3497,103,0.1075,0.2716,88,0.375,-0.1852,0,,,48,0,-0.5,93,0.1481,0.4091,73.31180916,-0.0004,-0.1055,1627.5,0.0109,-0.1315,208828,0.0183,-0.0427,372,0.0192,-0.2485,0.3333,0.0481,0.1795
202006,36107,"tioga, ny",179050,0.1257,0.1623,165,0.0185,-0.3096,89.5,-0.208,0.4206,72,2,-0.2174,0,,,28,1.3333,-0.5333,92,0.4375,-0.156,82.87545788,0.0133,0.0184,2014,0.0045,0.0851,219804,0.0707,0.2427,257,0.1372,-0.2615,0.5576,0.1625,0.1015
202006,41003,"benton, or",442050,0.0105,-0.0576,169,-0.0059,-0.1011,60.5,-0.1232,0.3444,80,0.3333,-0.2593,4,0,,56,0.4,0.0769,126,0.1776,0.4,216.2855194,-0.0233,0.0007,2212,0.0184,0.0645,536652,0.0105,-0.1229,295,0.065,0.0612,0.7456,0.1162,0.2668
202006,35015,"eddy, nm",276650,-0.0224,0.0438,247,-0.0389,0.1932,69,0.0952,0.3269,60,0.0714,0.5,8,1,1,36,-0.1,0.2857,19,0.4615,-0.4242,143.3533654,0.004,0.0362,1898.5,-0.0029,-0.0008,278723,-0.0008,0.0273,266,-0.0148,0.1083,0.0769,0.0263,-0.0825
202006,12097,"osceola, fl",299050,0.0136,0.058,1998,-0.0463,0.065,81.5,0.1014,0.3814,632,0.0533,-0.0971,140,1.1875,0.8421,452,-0.1308,-0.1102,1227,0.1924,0.0487,149.7035138,0.0105,0.0484,1960,-0.0061,-0.034,378014,0.0086,0.0465,3225,0.0323,0.0588,0.6141,0.1229,-0.0096
202006,12071,"lee, fl",337500,0.0226,0.1252,6827,-0.0996,-0.2618,100.5,0.0924,0.0469,1908,0.1836,0.0553,160,0.1429,-0.1111,1564,0.0568,-0.2993,3455,0.3486,0.1017,181.2747595,0.0202,0.0808,1787,-0.0039,0.0182,589649,0.0444,0.1562,10282,0.0136,-0.1697,0.5061,0.1682,0.167
202006,6083,"santa barbara, ca",1634800,0.0913,0.4531,1107,-0.0457,-0.2712,69.5,-0.1203,0.178,400,0.0101,-0.2537,16,1,1,168,-0.125,-0.5579,414,0.4227,-0.0072,590.899049,0.0066,0.2212,2207.5,0.0267,0.0774,3793939,0.0314,0.2852,1521,0.0482,-0.2144,0.374,0.1231,0.0995
202006,27053,"hennepin, mn",425500,0.0011,0.0266,3106,0.0879,-0.1367,36.5,-0.1512,0.0735,2124,0.1419,-0.1338,56,0.5556,0.5556,884,0.3987,-0.2801,2298,0.1287,-0.1338,193.9049796,0.0067,0.0527,2188,-0.0095,-0.0319,644936,0.0045,0.0558,5404,0.1049,-0.1355,0.7399,0.0267,0.0025
202006,19181,"warren, ia",270040,0.0078,-0.0354,210,-0.1139,-0.25,69.5,-0.0479,0.1583,84,-0.087,-0.0455,28,0.75,0.4,104,0.1818,-0.35,218,0.1237,0.4156,180.6707785,0.0179,0.0092,1552,0.0013,-0.0484,328903,-0.0004,0.0051,428,-0.007,-0.0138,1.0381,0.2195,0.4881
202006,41051,"multnomah, or",477500,0.0268,0.0202,1686,-0.0271,-0.3961,46,-0.08,0.2778,1116,0.1674,-0.2791,444,0.3059,7.5385,792,0.0206,-0.3508,1559,0.2758,25.4237,281.9560193,0.0273,0.0752,1768,-0.0112,-0.0616,604710,0.0251,0.0428,3245,0.0981,0.1382,0.9247,0.2195,0.9035
202006,39129,"pickaway, oh",239950,0.159,0.2626,54,-0.1148,-0.5714,40.5,-0.0357,-0.4808,36,-0.1818,-0.3077,0,,,20,0,-0.5,89,0.0723,0.2027,129.7937411,0,0.211,1896.5,0.1097,0.0536,285102,0.087,0.2937,143,-0.0069,-0.285,1.6481,0.2875,1.0608
202006,19061,"dubuque, ia",319950,0.0323,0.0807,160,-0.0476,-0.2825,78.5,0.0195,0.4811,72,0.2,-0.1429,0,-1,,48,0.3333,-0.2941,68,0.2593,-0.1282,128.8204171,0.0461,0.1344,2299,0.0356,0.0356,360275,0.0493,0.1065,228,0.027,-0.2425,0.425,0.1036,0.0752
202006,39119,"muskingum, oh",217300,0.1112,0.1749,152,-0.05,-0.4571,64,0,0.2075,64,0.0667,-0.4074,0,,,36,0,-0.6087,134,0.0894,-0.1126,89.18459796,0.0411,-0.0457,1976,0,0.0624,246290,0.0722,0.0935,286,0.0106,-0.3364,0.8816,0.1128,0.3423
202006,4019,"pima, az",324685,0.0647,0.1004,1772,-0.2418,-0.3885,59,0.0536,0.0727,916,-0.1158,-0.2866,124,0.55,0.55,460,-0.2813,-0.5344,2748,0.1754,0.0606,167.675783,0.0379,0.1225,2016,0.0131,-0.018,460591,0.064,0.0903,4520,-0.0332,-0.1765,1.5508,0.5504,0.6567
202006,48453,"travis, tx",512550,0.0567,0.1639,2751,-0.0624,-0.2545,48,-0.04,0.0435,1668,0.0638,-0.1258,200,0.2821,-0.1228,964,0.0388,-0.3899,1938,0.2431,0.0666,267.4789028,0.0477,0.1972,2071.5,-0.0026,-0.0302,871770,0.0628,0.1254,4689,0.0436,-0.1485,0.7045,0.1731,0.2121
202006,1033,"colbert, al",234950,0.1191,0.3056,168,-0.16,-0.5254,72,0,0.0746,40,-0.375,-0.5238,0,,,44,-0.0833,-0.3889,1,0,0,89.8938395,0.0198,0.0764,2279.5,0.0361,0.1158,312632,0.0325,0.2868,169,-0.1592,-0.5239,0.006,0.001,0.0031
202006,37169,"stokes, nc",299950,0.0496,0.1579,63,-0.1127,-0.4,112,0.1089,0.5556,12,-0.5,-0.5714,0,,,12,0.5,-0.25,33,-0.0571,0,0,,,0,,,418151,0.0705,0.269,96,-0.0943,-0.3043,0.5238,0.0309,0.2095
202006,40125,"pottawatomie, ok",198550,0.0643,0.1683,119,-0.0846,-0.3239,79.5,0.0461,0.325,56,0.0769,-0.2632,0,,,48,0.2,0,61,60,60,102.9658246,0.0297,0.1709,1886.5,0.0115,0.0811,235020,0.0732,0.2496,180,0.374,0.0169,0.5126,0.5049,0.5069
202006,48039,"brazoria, tx",279950,0.0178,-0.0345,1487,-0.0689,-0.1821,64.5,0.0078,0.1518,588,0.0576,-0.2181,164,0.5185,0.7826,468,0.1584,-0.3036,1087,0.2132,0.4303,122.6660593,0.0024,0.0237,2274,0.0156,-0.0505,307417,0.0159,-0.0033,2574,0.0325,-0.0016,0.731,0.17,0.313
202006,41033,"josephine, or",427050,0.044,0.1091,234,-0.1731,-0.5105,64,0.0323,0.1228,88,-0.1852,-0.3889,4,,0,72,0.125,-0.55,240,0.2308,15,204.2974079,0.0112,0.0497,1984,0.0081,0.0431,540003,-0.0073,0.0036,474,-0.0084,-0.0385,1.0256,0.3366,0.9943
202006,24031,"montgomery, md",607500,0.0384,0.0313,1540,0.0172,-0.378,36,-0.1818,0,1176,0.1951,-0.1945,44,0.375,0,428,0.2022,-0.5307,626,0.2179,0.2085,250.3290971,0.0082,0.0341,2245,0.0108,-0.0646,891822,0.0312,0.0946,2166,0.068,-0.2766,0.4065,0.067,0.1973
202006,53061,"snohomish, wa",575047.5,0.0017,0.0456,1035,-0.0784,-0.3523,35.5,0.0143,0.0441,908,0.0708,-0.2508,68,0.8889,1.125,256,-0.1351,-0.6578,1763,0.1576,0.2683,275.2201316,0.0057,0.0379,2145.5,-0.0185,0.0315,657562,0.0084,0.0363,2798,0.0574,-0.0636,1.7034,0.3472,0.8335
202006,6065,"riverside, ca",459545,0.0234,0.0443,5309,-0.1737,-0.3775,63,-0.0455,0.1887,2664,-0.0104,-0.2525,176,-0.12,-0.2414,1048,-0.1963,-0.6257,5373,0.4054,0.0925,229.5021901,0.0137,0.0749,2039.5,0.0037,-0.0474,671555,0.0384,0.0624,10682,0.0423,-0.2056,1.0121,0.417,0.4354
202006,21019,"boyd, ky",137950,0.0222,0.0407,228,0.0044,-0.1128,102,-0.1639,0.2143,72,0.2857,0.0588,0,,,40,0.6667,-0.2308,44,0.4667,0.8333,76.08695652,0.0355,0.1016,1938,0.0232,0.051,200817,0.0091,0.0898,272,0.0584,-0.032,0.193,0.0608,0.0996
202006,1055,"etowah, al",199950,0.0526,0.1111,308,-0.1149,-0.3171,84.5,0.0181,0.006,88,-0.1538,-0.1852,4,,0,64,-0.0588,-0.4286,44,0.5172,3,87.82475279,0.0281,0.1047,2212.5,0.0075,0.0446,246127,0.0394,0.1375,352,-0.0663,-0.2381,0.1429,0.0595,0.1185
202006,51095,"james city, va",435050,0.0357,0.1154,1002,-0.1164,-0.2934,80,0.039,0.3793,372,-0.051,-0.0211,28,0.1667,0.4,216,0.1489,-0.4316,405,0.1739,-0.0264,162.7592715,0.0098,0.0608,2640,0.0209,-0.0034,499650,0.0302,0.043,1407,-0.0487,-0.2328,0.4042,0.1,0.1108
202006,48361,"orange, tx",185050,0.0888,0.0005,460,0.1414,0.1005,48,-0.3143,-0.1579,216,0.6364,0.5,0,,-1,120,0.5,0.0345,41,0.1081,2.7273,96.92400539,0.0235,0.0241,1980,0.0102,0.0339,214327,0.0819,0.0345,501,0.1386,0.1678,0.0891,-0.0027,0.0628
202006,6055,"napa, ca",1095050,0.0972,0.1117,395,-0.0413,-0.1922,61,-0.0758,0.1731,152,0,-0.0732,4,0,,100,0.087,-0.1667,163,0.8736,0.5673,580.350628,0.0895,0.0911,2070.5,0.0353,0.0447,2398792,0.0379,0.095,558,0.1182,-0.059,0.4127,0.2015,0.2
202006,12053,"hernando, fl",235050,0.0262,0.0687,774,-0.2252,-0.3906,64,-0.0448,0.2075,352,-0.0222,-0.2667,44,0.5714,-0.0833,176,-0.2903,-0.5464,1023,0.2021,0.9486,124.4726433,0.0186,0.0668,1928,0.0422,0.019,313929,0.0448,0.0638,1797,-0.0286,0.0011,1.3217,0.4699,0.9083
202006,36071,"orange, ny",345050,-0.0115,0.0177,2938,0.0345,0.4098,77.5,0.6848,0.3596,712,0.8737,0.0723,56,1.8,1,236,0.2292,-0.5597,583,0.0337,5.0103,165.8369382,0.0079,0.0153,2076,-0.0124,0.0024,417743,-0.0008,0.0201,3521,0.0344,0.6144,0.1984,-0.0002,0.1519
202006,21107,"hopkins, ky",127500,0.0404,-0.1497,117,-0.0787,-0.2642,77.5,-0.225,0.1071,36,-0.1,-0.25,0,,,28,-0.125,-0.3,30,0.5789,0.6667,79.91475759,0,-0.0673,1677.5,0.0291,-0.0717,177224,0.0742,-0.0137,147,0.0068,-0.1695,0.2564,0.1068,0.1432
202006,47009,"blount, tn",350000,0.0608,0.0939,276,-0.0951,-0.4013,66,0.1,0.1786,132,0.1,-0.3265,4,-0.5,-0.5,76,0.1875,-0.4722,391,0.1602,0.1672,147.9558261,0.0296,0.1125,2470,0.0647,0.0041,554227,0.0398,0.1702,667,0.0389,-0.1621,1.4167,0.3117,0.69
202006,35013,"dona ana, nm",242050,0.0254,0.0692,741,-0.008,0.0511,69.5,0.0692,0.0692,200,0.0204,-0.0196,4,0,-0.5,84,0.1667,-0.2759,8,-0.3333,-0.938,123.8925234,0.0035,0.0638,1985.5,0.0038,0.0304,300257,0.0179,-0.0404,749,-0.0132,-0.1019,0.0108,-0.0053,-0.1722
202006,36009,"cattaraugus, ny",169550,0.0405,0.215,298,-0.0687,-0.2587,131,0.0155,0.2843,64,0.0667,-0.3333,0,,,40,1.5,-0.375,122,0.2323,8.3846,109.4812925,0.0375,0.0513,1668,-0.0024,0.0425,224372,-0.0077,0.0929,420,0.0024,0.012,0.4094,0.1,0.3771
