month_date_yyyymm,cbsa_code,cbsa_title,HouseholdRank,median_listing_price,median_listing_price_mm,median_listing_price_yy,active_listing_count,active_listing_count_mm,active_listing_count_yy,median_days_on_market,median_days_on_market_mm,median_days_on_market_yy,new_listing_count,new_listing_count_mm,new_listing_count_yy,price_increased_count,price_increased_count_mm,price_increased_count_yy,price_reduced_count,price_reduced_count_mm,price_reduced_count_yy,pending_listing_count,pending_listing_count_mm,pending_listing_count_yy,median_listing_price_per_square_feet,median_listing_price_per_square_feet_mm,median_listing_price_per_square_feet_yy,median_square_feet,median_square_feet_mm,median_square_feet_yy,average_listing_price,average_listing_price_mm,average_listing_price_yy
202006,44100,"springfield, il",198,152450,0.0167,-0.0097,1267,-0.0039,0.4463,370.5,0.0929,20.7941,236,0.0727,-0.3587,0,,-1,212,0.2326,-0.2639,902,0.0488,2.9389,84.44624777,0.0027,0.0172,1818.5,0.0216,-0.0149,203062,0.0152,0.0232
202006,31420,"macon, ga",199,169950,0.0423,-0.0291,867,-0.1525,-0.3432,81,0.0125,0.0658,316,0.0972,-0.1319,24,-0.3333,0.5,176,-0.1373,-0.4286,289,0.2457,0.795,85.12685115,0.0215,0.0225,1883,0.0301,-0.0466,244500,0.0473,0.0917
202006,32780,"medford, or",200,462050,0.0267,0.0384,625,-0.121,-0.5315,64.5,0.0932,0.1944,288,-0.027,-0.3271,12,0.5,0.5,180,0.0465,-0.6667,644,0.3558,39.25,220.7609231,0.0096,0.0345,2032,0.0089,0.0352,700941,0.0405,0.1496
202006,15540,"burlington-south burlington, vt",201,380500,0.0717,0.1532,539,-0.0055,-0.3362,68.5,-0.1438,0.0873,280,0.2069,-0.125,16,3,1,128,0.3913,-0.3962,189,0.1386,0.1183,188.2105395,0.0229,0.0903,2019.5,0.0346,0.0304,476992,0.0698,0.1467
202006,40340,"rochester, mn",202,334000,0.0279,0.0601,657,-0.0409,-0.2084,72.5,0.0985,0.0507,272,0.0149,-0.15,4,0,-0.5,160,-0.0244,-0.3333,605,0.067,0.0614,143.9502593,0.0118,0.0557,2272.5,0.0055,0.0109,391800,0.0338,0.0778
202006,13380,"bellingham, wa",203,455000,0.0224,0.011,677,0.0336,-0.0044,62,0.1071,0.4091,312,0.3448,-0.1522,8,1,1,104,0.1304,-0.3333,279,0.2682,-0.0942,255.648541,0.0124,0.0631,1763,-0.0034,-0.0627,571857,0.0322,-0.0063
202006,27740,"johnson city, tn",204,265050,-0.036,0.1526,345,-0.0443,-0.455,52.5,-0.2164,-0.1532,212,0.2927,0.0192,0,-1,-1,92,0.2105,-0.439,305,0.1091,-0.2773,128.5016688,0.0018,0.1834,1983,-0.0222,-0.0416,347444,0.0009,0.0931
202006,46340,"tyler, tx",205,310050,0.0337,0.0164,924,0.0359,-0.0959,48,-0.1579,-0.1111,424,0.0095,0.0495,0,-1,-1,224,0.098,-0.3,603,0.2459,0.1663,138.1963944,0.0183,0.105,2319.5,0.0191,-0.0463,419230,0.0323,0.0396
202006,25940,"hilton head island-bluffton-beaufort, sc",206,419997.5,0.0001,-0.0434,2383,-0.1181,-0.2166,108.5,0.0534,0.1302,660,0.2044,0.1,60,0.6667,0.875,488,0.0252,-0.3579,1536,0.4942,0.1592,197.9213683,0.002,-0.0213,2132.5,0.0054,-0.0359,664920,0.0239,0.0013
202006,29420,"lake havasu city-kingman, az",207,299875,-0.0006,-0.0297,809,-0.1998,-0.3247,79.5,0.1042,0.1357,236,-0.2625,-0.2625,28,0,1.3333,144,-0.2174,-0.5663,989,0.3099,0.8247,175.9102597,-0.0062,0.0255,1715,-0.0023,-0.0267,384110,0.0201,0.0121
202006,19300,"daphne-fairhope-foley, al",208,369300,0.0116,0.0675,2728,-0.0762,-0.165,83.5,0.0844,0.0844,748,-0.1053,0.0108,112,-0.125,0.5556,516,0.0488,-0.3418,1313,0.226,,164.4346398,-0.0276,0.0466,2024.5,0.0324,0.0153,495081,0.023,0.099
202006,49420,"yakima, wa",209,372550,0.0646,0.1461,241,-0.0474,-0.3975,49,-0.125,0.0652,140,0.0938,-0.3636,8,,,76,0.9,-0.3214,261,0.0741,0.0116,164.5325419,0.0026,0.0565,2118,0.0163,0.0506,401532,0.0238,0.0907
202006,29200,"lafayette-west lafayette, in",210,280050,0.0566,0.0467,207,-0.1229,-0.3146,49,-0.0577,0.4848,152,0.0857,-0.24,0,,,72,0.2,-0.3571,87,0.4032,-0.1714,114.4876404,-0.0106,0.0686,2342.5,0.0458,0.0194,314462,0.0501,0.065
202006,30980,"longview, tx",211,226550,0.0811,0.133,709,-0.1048,-0.3893,84.5,0.1267,0.1736,220,0.0784,-0.2568,4,0,-0.6667,196,-0.0392,-0.2576,338,0.1818,2.5957,103.77119,0.0442,0.065,2225,0.0585,0.0595,312909,0.0502,0.1181
202006,22500,"florence, sc",212,201550,0.01,0.0718,735,0.0014,-0.1619,85.5,0.0179,-0.0058,188,0.3429,0,8,0,-0.75,116,0.3182,-0.1471,23,-0.0417,-0.3235,98.6632718,0.0017,0.0565,2091.5,0.0138,0.0726,225683,0.0204,0.041
202006,29340,"lake charles, la",213,224550,0.0159,-0.0665,877,-0.0146,-0.062,91.5,0.0281,0.0893,228,0.1633,0.0179,8,1,-0.3333,244,0.2449,0.0517,424,0.1944,15.3077,116.9339913,-0.0034,-0.0134,1899,0.0074,-0.0566,279228,0.0233,-0.1693
202006,39460,"punta gorda, fl",214,279750,0.0025,0.0175,1798,-0.109,-0.1622,94,0.1325,0.0217,476,0.1333,0.0259,52,0.1818,1.6,356,-0.0632,-0.3407,1008,0.377,0.2429,162.7905945,0.0151,0.0314,1713,-0.0172,-0.0245,359658,0.0161,0.0367
202006,37460,"panama city, fl",215,332225,0.0221,-0.0279,2434,-0.1114,0.1776,100,0.1905,0.3889,576,0.0435,-0.0336,60,-0.2857,-0.3478,600,0.0563,0.3043,425,0.4407,7.6735,211.5790333,0.0156,-0.0427,1521,0.01,-0.0026,423497,0.0148,-0.0286
202006,32900,"merced, ca",216,350000,0.0001,0.0606,524,-0.1709,-0.4347,58,-0.0492,0.1837,260,0.2745,-0.3434,100,2.5714,2.125,96,-0.4,-0.6418,725,0.2993,0.2288,189.6460815,0.0241,0.0811,1878,0.014,-0.0084,397935,-0.4832,-0.4497
202006,29740,"las cruces, nm",217,242050,0.0254,0.061,728,-0.0068,0.069,68.5,0.0703,0.0873,200,0.0417,0,4,0,-0.5,84,0.1667,-0.2759,8,-0.3333,-0.937,123.8478723,0.0037,0.0616,1985.5,0.0043,0.0213,299055,0.018,-0.0499
202006,26380,"houma-thibodaux, la",218,200049.5,0.0005,0.005,570,-0.0732,-0.3326,122.5,0.0841,0.2129,128,-0.0303,-0.2195,4,0,0,88,-0.2143,-0.5217,283,0.0328,0.1598,83.12544029,0.0024,,2789,0.0183,,286935,0.0105,0.1008
202006,40980,"saginaw, mi",219,157450,0.1581,0.1659,242,-0.2143,-0.5702,57.5,-0.3155,0.4744,156,-0.0488,-0.5063,4,0,0,84,1.1,-0.5625,386,0.5257,0.2452,93.75391292,0.0746,0.1104,1628,0.0641,0.0503,200664,0.0877,0.1161
202006,39540,"racine, wi",220,279950,0.0367,-0.023,362,-0.0835,-0.3296,62,0.1698,0.3478,216,0.2,-0.2895,4,0,,140,0.0606,-0.1463,351,0.2952,0.2447,136.2768471,-0.0029,-0.0284,1662,0.0278,-0.0557,343972,0.0717,-0.0247
202006,12020,"athens-clarke county, ga",221,339400,0.0013,0.0526,792,-0.0649,-0.25,58.5,-0.0565,0.0833,360,0,-0.0526,48,1.4,1.4,248,0.1698,-0.2346,480,0.1622,-0.1257,129.443771,0.008,0.127,2226.5,0.0098,0.012,423441,0.0071,0.1241
202006,45860,"torrington, ct",222,369450,0.0121,0.0897,1367,0.091,-0.3029,76.5,-0.1593,0.0625,428,0.3375,0.07,8,-0.5,0,172,0.303,-0.5426,2,-0.3333,-0.3333,166.416267,0.0078,0.0665,2206.5,0.0103,0.0196,712689,0.0529,0.1353
202006,41060,"st. cloud, mn",223,273500,-0.0053,0.0942,522,-0.0315,-0.2564,49,-0.02,0.1667,260,-0.1096,-0.2353,4,0,-0.5,132,-0.0294,-0.34,409,0.1821,0.0174,124.7707001,0.0148,0.0608,2072,-0.0133,0.0433,310554,0.015,0.0706
202006,14010,"bloomington, il",224,143450,0.0063,-0.0433,541,-0.0784,-0.4382,96,0.0105,0.2973,216,0.2,-0.1692,0,,,168,0.1053,-0.5116,589,0.2119,0.3147,80.1888951,-0.0314,-0.0765,1777.5,0.0395,0.0401,190263,0.0028,0.0182
202006,29700,"laredo, tx",225,195950,0.0046,0.0595,428,-0.1354,-0.1673,83,0.0641,0.4068,152,0.3103,0.0556,4,-0.6667,0,36,-0.5263,-0.64,4,0.3333,1,111.7905965,-0.0001,0.0431,1844,-0.0075,0.0165,230460,-0.0036,0.0146
202006,25900,"hilo, hi",226,472050,0.0283,0.0043,1273,-0.0147,-0.1491,105,0.0938,0.0606,260,0.0156,-0.1447,16,1,0,144,-0.027,-0.4783,478,0.2989,-0.0772,341.3763815,0.0314,0.0421,1480.5,0.003,-0.0448,1045644,0.0181,0.0085
202006,39820,"redding, ca",227,399950,0.0526,0.1762,551,-0.0645,-0.3138,53.5,0.0094,0.0918,208,-0.0714,-0.2778,20,0.25,0.25,160,0.25,-0.4366,35,0.0606,0.6667,201.8462187,0.0179,0.0566,1955,0.023,0.0861,489400,0.0423,0.109
202006,21140,"elkhart-goshen, in",228,266500,0.0875,0.2687,207,-0.0633,-0.2581,45,-0.2857,0.2162,140,0.2069,-0.2391,0,-1,-1,76,0.3571,-0.4063,58,0.0943,0.4146,101.0201969,0.0312,0.0786,2271,0.0323,-0.0194,313115,0.0586,0.137
202006,47580,"warner robins, ga",229,233950,0.04,0.09,673,-0.1681,-0.378,58,-0.1212,-0.0169,320,-0.0123,-0.1919,32,-0.5,-0.1111,100,-0.3056,-0.4565,849,0.2287,1.6531,95.60924781,-0.0167,0.0431,2322.5,0.0615,0.0258,240093,0.0269,0.0856
202006,13980,"blacksburg-christiansburg-radford, va",230,275050,0.0189,0.0581,386,0.0239,-0.3368,78.5,-0.0309,0.1894,152,0.3571,-0.1163,4,0,0,84,0.05,-0.3438,353,-0.0587,6.2041,131.6620889,0.0223,0.0498,1994,0.055,-0.0035,377657,-0.2879,0.0704
202006,24780,"greenville, nc",231,259545,0.0257,0.1042,275,-0.1297,-0.1935,71,0.1094,0.2679,132,0.0645,-0.2667,0,-1,-1,56,-0.0667,-0.3333,487,0.1352,0.1707,109.5057872,0.0103,0.0513,2385,0.0258,0.069,296331,0.045,0.1545
202006,13460,"bend-redmond, or",232,449500,0.01,-0.0334,951,-0.0776,-0.3387,70,-0.0141,0.5217,424,0.2045,-0.2482,28,-0.125,-0.125,204,-0.0556,-0.5487,904,0.4081,0.3101,237.5489556,-0.0003,0.011,1998,0.005,-0.0153,612047,0.0124,-0.0251
202006,13740,"billings, mt",233,351050,0.0478,0.1322,534,-0.0111,-0.3612,44,-0.2667,-0.2143,292,0.1967,-0.131,12,2,0.5,116,0.2083,-0.463,513,0.2302,0.1451,150.4368546,0.0333,0.1255,2412,0.005,0.0308,529622,0.0654,0.2198
202006,28740,"kingston, ny",234,345000,0.0149,-0.0001,1070,0.0094,-0.1515,77.5,0.6848,0.2917,452,0.9825,0.0561,28,0.75,2.5,132,0.7368,-0.5926,568,0.2707,0.1429,166.2339727,0.0146,-0.0149,2041.5,-0.0123,0.0012,441600,0.0028,-0.0676
202006,36780,"oshkosh-neenah, wi",235,269950,0.0037,0.1293,219,-0.1169,-0.3615,56.5,-0.0887,0.2841,152,-0.0256,-0.3448,0,,,56,-0.0667,-0.3913,402,0.1388,0.0075,122.5330179,-0.0141,0.1122,1930,0.0277,0.0068,360243,0.0557,0.1282
202006,33740,"monroe, la",236,225110,-0.021,0.0717,495,-0.0179,-0.5142,87,-0.13,0,176,0.2222,-0.0638,0,,-1,180,0.5,-0.2969,265,0.1778,264,108.1510952,0.0013,0.03,2046,-0.0053,0.0328,258756,0.0193,0.0635
202006,17860,"columbia, mo",237,282450,0.0363,0.1296,444,-0.0284,-0.4337,38,-0.2692,-0.3214,244,0.1296,-0.2278,16,1,3,100,-0.0741,-0.5614,39,0.4444,0.8571,122.6199005,0.0439,0.0929,2120.5,-0.0096,-0.0495,345731,0.052,0.1154
202006,47940,"waterloo-cedar falls, ia",238,174950,0.0288,0.0318,471,0.0306,-0.1976,68.5,-0.0072,0.3173,200,0.2821,0,4,,0,144,0.5,-0.2941,362,0.0343,0.0806,121.1791826,0.0091,0.0292,1487,0.002,0.0047,221654,0.0378,0.0192
202006,27340,"jacksonville, nc",239,229500,0.0024,0.0549,853,-0.1637,-0.2531,79,-0.0247,0.5192,372,-0.0106,-0.2677,68,3.25,0.7,184,0.15,-0.2333,1233,0.1138,0.216,120.0392522,-0.0002,0.0669,1787.5,0.0179,-0.0119,326781,0.009,0.1599
202006,26980,"iowa city, ia",240,276500,0.0053,-0.0297,1549,-0.0282,0.0466,71.5,0.0833,0.1917,396,-0.1,-0.01,0,-1,-1,220,0.1702,-0.0833,339,0.0935,1.0545,137.4283113,0.0073,0.022,2031,0.0045,-0.0496,324678,0.0241,-0.0015
202006,27900,"joplin, mo",241,159750,0.0303,0.031,606,-0.035,-0.309,58.5,0.0446,0.1038,304,0.3818,-0.1739,0,-1,-1,140,0.0294,-0.2708,153,0.0408,-0.3045,86.08411631,-0.0019,0.0405,1840.5,0.0225,0.0225,211371,0.0235,0.0631
202006,20740,"eau claire, wi",242,249950,0,0.1111,704,-0.0112,-0.0986,52.5,0.0294,0.2209,208,0,-0.2973,12,-0.25,0,104,0.1304,-0.2571,34,0.0968,-0.1905,123.1124366,-0.0033,0.0583,1896,0.0064,0.0304,288032,0.0101,0.0725
202006,34740,"muskegon, mi",243,234950,0.093,0.0682,302,-0.1469,-0.1657,70,-0.0541,0.8919,188,0.093,-0.0784,0,-1,,76,0.1875,-0.24,447,0.5964,62.8571,123.1933189,0.0614,0.111,1618.5,-0.0191,-0.1141,331341,0.0664,0.086
202006,14020,"bloomington, in",244,335000,-0.0149,0.0503,353,-0.0381,-0.2869,62,-0.0462,0.0877,168,-0.0233,-0.16,0,,-1,80,0.0526,-0.4286,272,0.1724,-0.1758,144.8372098,0.0008,0.0479,2166,-0.0046,0.0032,402052,0.0034,0.0126
202006,49740,"yuma, az",245,240525,-0.0299,0.0383,286,-0.2394,-0.5304,72.5,0.1154,-0.0068,136,-0.2093,-0.1905,20,1.5,1.5,36,-0.25,-0.6786,269,0.0508,0.4084,141.365404,0.0064,0.0713,1619,-0.0334,-0.0471,276949,0.0155,0.0701
202006,23580,"gainesville, ga",246,356505,0.0407,0.1498,1361,-0.1381,-0.4243,77,0.1,0.0845,552,0.1897,-0.1636,144,0.0909,2.6,352,-0.0928,-0.4824,981,0.2156,0.1623,126.6874454,0.0108,0.1612,2413.5,0.0425,0.3025,502900,0.0287,0.1923
202006,45460,"terre haute, in",247,110750,0.1069,0.2437,355,-0.0379,-0.2526,82.5,0.0185,0.5865,140,-0.0541,-0.2045,0,,-1,60,0.25,-0.4444,269,0.1645,0.2339,66.15767834,0.0117,0.1371,1582,0.0449,-0.0106,166485,0.0341,0.1309
202006,42140,"santa fe, nm",248,646050,0.0336,0.1767,533,0.0575,-0.3321,78,-0.025,0.2581,180,0.0976,-0.375,4,0,-0.75,120,0.4286,-0.3878,350,0.4113,-0.1272,255.125385,0,0.0872,2280.5,-0.0149,0.0366,973293,-0.0011,0.146
202006,14540,"bowling green, ky",249,264950,0.0192,-0.0112,534,-0.0918,-0.2983,77,0.0405,0.3051,148,0,-0.4308,4,-0.5,0,112,0,-0.4815,379,0.145,0.6266,128.9080628,0.0035,0.0929,2043,0.0174,-0.0253,335626,0.0428,0.092
202006,39380,"pueblo, co",250,291000,-0.0302,0.1105,310,-0.0663,-0.2774,33.5,-0.1625,-0.0694,236,0.2292,-0.1324,4,0,-0.6667,92,0,-0.303,226,0.1531,3.1091,121.4708808,-0.0194,0.0565,2106,-0.0071,-0.0163,469143,-0.0115,0.2406
202006,20100,"dover, de",251,287950,0.0286,0.0585,435,-0.0523,-0.383,81.5,-0.0632,0.1014,220,0.5278,0.0377,40,0.6667,0.1111,72,0.2,-0.5714,51,-0.0192,0.0408,134.1096548,0.0191,0.0407,1968,0.0077,0.0144,290151,0.017,0.0109
202006,10180,"abilene, tx",252,228300,0.0144,0.038,475,0.0259,-0.141,45.5,-0.2661,-0.2541,220,-0.0984,0.0185,4,,0,156,0.3929,-0.1136,439,0.206,0.2331,115.5645161,0.0133,0.0218,1925,0.0016,-0.0067,261873,0.044,0.0247
202006,43580,"sioux city, ia-ne-sd",253,233950,0.0174,-0.0642,370,0.0725,0.1045,54.5,-0.1484,-0.0268,140,-0.125,-0.0789,4,,,64,-0.1579,-0.2727,108,0.2414,1.2041,109.8115812,0.0207,0.0114,1960,-0.021,-0.0205,274775,0.0002,-0.0848
202006,42680,"sebastian-vero beach, fl",254,325000,-0.0002,-0.0153,1808,-0.0671,-0.0719,97,0.043,0.1023,508,0.1759,0.2574,48,1,0.5,372,0.24,-0.0412,802,0.3322,0.0295,171.2689487,0.0047,0.209,1900,0,0.1571,626214,0.0047,-0.0618
202006,27500,"janesville-beloit, wi",255,227050,0.0089,-0.0126,211,-0.1317,-0.3467,52.5,-0.0278,0.0714,136,0.2143,-0.32,4,0,,52,-0.0714,-0.5185,375,0.183,-0.0409,115.6410834,-0.0165,-0.0083,1795.5,-0.0025,-0.0409,268040,0.0343,-0.0048
202006,26140,"homosassa springs, fl",256,222800,-0.01,-0.0096,806,-0.1407,-0.341,94,0.0682,0.119,264,-0.0294,-0.2235,12,-0.25,-0.4,152,-0.1364,-0.4933,679,0.2301,0.3553,124.6625712,0.0014,0.0601,1821.5,-0.0063,0.0008,298922,-0.0028,0.0689
202006,12620,"bangor, me",257,180750,0.0039,0.0678,445,-0.0748,-0.409,86,-0.1887,0.5088,184,0.1795,-0.2333,4,0,0,116,0.3182,-0.4314,103,0.4306,0.5606,111.2893166,0.0029,0.0779,1618.5,-0.0009,-0.0015,221118,0.0225,0.0553
202006,12220,"auburn-opelika, al",258,293500,0.0154,0.0154,747,-0.0484,-0.1782,75.5,-0.0321,0.0634,276,0.1897,-0.0143,88,2.1429,2.6667,140,0.129,-0.186,33,0.2692,0.9412,130.167543,0.0119,0.0895,2360.5,0.0088,0.0023,332011,0.0398,0.0665
202006,35660,"niles-benton harbor, mi",259,357000,0.0529,0.0346,627,-0.0095,-0.2553,86,-0.0549,0.3438,268,0.1964,0.0806,8,1,1,140,1.1875,-0.4531,479,1.1101,0.7807,159.6,0.0316,0.0665,2165,0.054,-0.0352,517712,0.0572,0.0037
202006,33260,"midland, tx",260,349950,-0.024,-0.1005,844,-0.0024,0.7295,49.5,-0.0294,0.4143,332,-0.046,0.0641,4,0,0,420,0.117,0.5909,199,0.2595,-0.1422,157.1425784,-0.0204,-0.0211,2327,0.0017,-0.0583,423451,-0.0046,-0.0974
202006,45900,"traverse city, mi",261,403998.5,0.0124,0.1884,871,0.0187,-0.4322,102.5,-0.0421,0.8304,300,0.1905,-0.3243,8,1,-0.3333,136,0.7,-0.4138,492,0.8222,491,219.4627586,0.0243,0.1993,1794.5,0.015,0.0337,595544,0.0168,0.2001
202006,15500,"burlington, nc",262,282450,0.0157,0.1074,405,-0.1079,-0.3089,47.5,-0.0306,0.0326,276,0.1311,-0.0676,28,0.1667,0.1667,104,0.7333,-0.4583,282,0.1605,0.9583,111.3858569,0.0096,0.1049,1659.5,-0.0027,-0.055,346095,-0.0067,0.1767
202006,22520,"florence-muscle shoals, al",263,235050,0.0496,0.1809,391,-0.1573,-0.4909,70.5,-0.0208,0.0682,124,-0.0606,-0.4464,4,0,0,92,-0.1154,-0.4773,2,-0.3333,0,95.24640089,0.0166,0.0571,2244.5,0.0688,0.0632,308869,0.0614,0.1742
202006,27100,"jackson, mi",264,177500,0.0444,0.0146,569,0.1049,-0.1941,47,-0.338,0.0217,232,0.2083,-0.0938,0,,,128,0.3333,-0.1795,98,0.3803,0.1951,96.0004405,0.0161,0.0116,1710,0.0414,-0.015,210010,0.0032,-0.0579
202006,39660,"rapid city, sd",265,358500,0.0244,0.328,496,-0.0331,-0.4876,54.5,0.0283,0.1122,176,-0.2542,-0.5849,4,0,0,120,0.4286,-0.1667,502,0.1567,6.8438,144.791118,0.0138,0.1472,2340,0.0017,0.0813,500482,0.0509,0.4541
202006,19460,"decatur, al",266,214000,-0.0271,0.0811,232,-0.1077,-0.4272,41,-0.2807,-0.3051,136,0.0968,-0.0556,4,0,-0.5,84,0.75,-0.1923,2,-0.6,-0.5,95.86811443,0.0024,0.0878,2100,-0.0233,-0.0485,247728,-0.0358,0.0572
202006,48540,"wheeling, wv-oh",267,138750,0.0065,0.0677,329,-0.0237,-0.0179,86.5,-0.017,0.373,108,0.125,-0.069,0,,,96,0.4118,0,193,0.3041,0.0904,84.98918775,-0.0221,-0.0333,1650,0.0248,0.0523,204801,0.0571,0.0244
202006,36860,"ottawa-peru, il",268,135050,0.0158,-0.035,426,-0.0448,-0.3062,89.5,-0.0773,0.3769,148,0.2333,-0.2885,0,-1,-1,112,0.3333,-0.4286,277,0.2765,0.1352,87.39002424,0.0024,-0.0012,1589,0.0186,0.0488,187937,0.0356,-0.0592
202006,20020,"dothan, al",269,197300,0.0121,0.03,484,-0.0746,-0.3755,65,-0.1447,-0.0972,204,0.5455,-0.0192,12,,2,100,-0.1667,-0.4186,77,0.6042,0.6042,96.14391153,-0.0062,-0.0028,2016,0.01,0.008,257977,0.044,0.0383
202006,44300,"state college, pa",270,329500,0.0459,0.0137,299,0.0136,-0.1408,69.5,-0.0211,0.2411,160,0.2903,0.1765,0,,-1,100,0.7857,-0.1071,258,0.6645,-0.0444,155.4811931,0.0203,0.0911,1995.5,0.0377,-0.0821,380324,0.0155,0.001
202006,16540,"chambersburg-waynesboro, pa",271,234540,0.02,0.0663,306,-0.0866,-0.4344,88,-0.033,0.3538,136,0.7895,-0.1707,12,2,0,96,2,-0.4,54,0.5429,0.5882,109.9590384,0.0643,0.0626,1810,-0.012,-0.0352,267376,0.0115,0.107
202006,17660,"coeur d'alene, id",272,482000,0.0712,0.0265,955,0,-0.145,41,-0.0465,-0.1087,480,0.1429,-0.0625,32,-0.2,0.1429,176,-0.0638,-0.3714,140,5.6667,-0.5584,219.081583,0.0314,0.0734,2217,0.016,-0.0378,747830,0.0794,0.0162
202006,20700,"east stroudsburg, pa",273,215950,0.0795,0.2001,1027,-0.0781,-0.3991,105,-0.0625,0.6667,452,1.6279,-0.2614,8,-0.3333,-0.3333,168,0.75,-0.5758,621,1.0839,0.1784,107.8681673,0.0218,0.1202,1912,0.0165,0.0505,245094,0.0286,0.1137
202006,40580,"rocky mount, nc",274,192250,0.0417,0.3776,245,-0.1967,-0.4329,96,0.1429,0.0549,84,-0.0455,-0.1923,4,-0.5,0,40,-0.2857,-0.4737,257,0.2066,0.2786,91.83617392,0.0072,0.2225,1898,0.0248,0.1298,222214,0.0433,0.1623
202006,24300,"grand junction, co",275,424250,0.0608,0.2295,582,-0.0977,-0.3341,64,0.0667,0.3333,284,-0.1013,-0.3039,4,-0.6667,-0.5,176,0.0233,-0.4211,626,0.2907,0.0906,194.4499497,0.021,0.1103,2084.5,0.0371,0.0475,531693,0.0473,-0.3074
202006,27980,"kahului-wailuku-lahaina, hi",276,807550,-0.014,-0.15,1048,0.0417,0.0586,97.5,0.0372,-0.1216,260,0.3,0.0484,4,-0.6667,,128,0.2308,-0.0588,251,0.2067,-0.2394,708.9242054,0.0008,0.0046,1163,-0.0606,-0.1621,1616077,-0.0023,-0.2548
202006,10780,"alexandria, la",277,211500,0.0706,0.0572,289,-0.0883,-0.4557,96.5,0.0158,0.3786,100,0.25,-0.2647,4,,0,88,0.8333,-0.3333,219,0.2235,0.4221,105.8497987,0.0353,0.0547,1915.5,0.0024,-0.0277,257134,0.0467,0.0889
202006,39060,"pottsville, pa",278,109050,-0.0522,0.321,253,-0.0453,-0.5144,55,-0.3293,-0.2029,140,0.9444,-0.0541,0,,,56,0.75,-0.5484,25,0.7857,-0.2424,53.63636364,-0.018,0.3198,1577.5,-0.0764,0.0717,180991,0.0328,0.1588
202006,10500,"albany, ga",279,142000,0.0212,0.2342,379,-0.1267,-0.3292,91,0.1519,0.2639,112,0.12,-0.3488,4,0,0,76,-0.1364,-0.2963,17,0.2143,-0.0556,74.5922711,-0.0013,0.1189,1846.5,0.0129,0.0913,171456,0.0395,0.1623
202006,25620,"hattiesburg, ms",280,219450,0.0702,0.0975,362,-0.0646,-0.2943,72,-0.0137,0.0435,128,-0.0588,-0.1579,4,,,76,0.0556,-0.4571,303,0.0632,0.2169,73.30826039,0.027,-0.0031,1563,0.1085,-0.0304,271912,0.0053,-0.0197
202006,27620,"jefferson city, mo",281,206750,-0.0152,0.1489,320,-0.0123,-0.4255,58,-0.0938,0.3182,140,-0.0278,-0.3519,0,,,92,0.2778,-0.3611,60,-0.0909,0.2,92.37247905,-0.0031,0.0695,2000,-0.0606,-0.0162,241024,0.0096,0.11
202006,33780,"monroe, mi",282,223075,0.1437,0.0906,247,-0.0784,-0.4559,47,-0.338,-0.0208,156,-0.0714,-0.1702,4,,0,96,0.6,-0.3514,270,0.8881,0.7089,128.4299141,0.0274,0.1143,1695.5,0.0421,-0.0256,775178,2.3386,2.3
202006,21060,"elizabethtown-fort knox, ky",283,224950,-0.0348,0.0709,224,-0.2632,-0.6254,50,-0.1228,0,132,0.0313,-0.4407,8,,,64,-0.1579,-0.5789,471,0.1834,3.4434,101.5130253,-0.0228,0.031,2168.5,0.0778,0.0908,256877,0.0364,0.1409
202006,18180,"concord, nh",284,367450,0.0527,0.1304,281,0.0407,-0.4436,38.5,-0.3583,-0.1047,232,0.4146,-0.1077,16,3,,44,0.5714,-0.6857,250,0.3089,-0.1438,178.5645431,0.0604,0.1725,2107.5,0.0113,0.0206,446703,0.107,0.0915
202006,45500,"texarkana, tx-ar",285,194050,0.0784,0.1418,375,0.0274,-0.375,84.5,-0.1105,0.0974,136,0.36,-0.1707,0,,,64,0.0667,-0.4074,83,0.5091,6.5455,90.4056696,0.0047,0.085,2012.5,0.0073,0.0113,242430,0.0507,0.1034
202006,48660,"wichita falls, tx",286,214500,0.0722,0.5327,224,-0.1318,-0.4803,58,-0.1212,0.2609,116,0.2083,-0.3409,0,,-1,76,0.2667,-0.3214,92,0,22,99.65930542,0.066,0.2065,2014.5,0.0283,0.1381,252308,0.0341,0.2618
202006,34060,"morgantown, wv",287,287050,-0.01,0.1038,396,-0.0938,-0.3231,96,0.0323,0.3333,112,0.1667,-0.2632,4,,,112,0.3333,-0.0968,274,0.2232,0.0148,129.735406,0.0008,0.016,2217.5,0.0048,0.0972,359171,0.0204,0.1224
202006,45540,"the villages, fl",288,300040,0.0003,0.1115,478,0.0106,0.0646,72,0.1077,0.125,164,0,0,4,-0.8571,0,164,0.5185,0.3226,242,0.1362,0.21,185.7912049,0.0043,0.1324,1721,0.0006,0.0743,353284,0.0128,0.04
202006,21700,"eureka-arcata-fortuna, ca",289,382050,0.0837,-0.0193,225,-0.1313,-0.4347,71,0.0143,0.2679,96,-0.1429,-0.3514,0,-1,-1,60,0.1538,-0.5455,12,-0.1429,-0.625,238.6064825,0.0187,0.0047,1593,0.0371,-0.0239,598195,0.2237,0.1197
202006,27780,"johnstown, pa",290,84950,0.0639,-0.0556,321,-0.036,-0.327,117,-0.1875,0.56,112,0.8667,-0.2,0,,,72,2,-0.3793,123,1.8605,0.1495,46.83638202,0.098,-0.0247,1366,0.0286,-0.0243,115784,0.037,-0.082
