Zip Code,Land Use,Count,Date
77091,Single Family Residential (Shared Driveways),1,2/6/2020
77027,Unrestricted,1,2/6/2020
77026,Unrestricted,1,2/6/2020
77048,Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street),1,2/6/2020
77045,Unrestricted Intended for Multifamily,1,2/6/2020
77047,Single Family Residential (Shared Driveways),1,2/6/2020
77004,Single Family Residential (Public Street),1,2/6/2020
77377,General Plan,1,2/6/2020
77008,Single Family Residential (Public Street),1,2/6/2020
77024,Single Family Residential (Public Street),1,2/6/2020
77493,Landscape or Open Space; Single Family Residential (Public Street),1,2/6/2020
77004,Single Family Residential (Public Street),1,2/6/2020
77047,Compensating Open Space; Landscape or Open Space; Residential Guest Parking; Single Family Residential (PAE 1/PAE 2),1,2/6/2020
77025,Unrestricted,1,2/6/2020
77098,Unrestricted,1,2/6/2020
77373,General Plan,1,2/6/2020
77040,General Plan,1,2/6/2020
77433,Landscape or Open Space; Single Family Residential (Public Street),1,2/6/2020
77433,Landscape or Open Space; Single Family Residential (Public Street),1,2/6/2020
77365,Landscape or Open Space; Single Family Residential (Public Street),1,2/6/2020
77018,Commercial,1,2/6/2020
77076,Landscape or Open Space; Residential Guest Parking; Single Family Residential (Shared Driveways),1,2/6/2020
77008,Landscape or Open Space; Single Family Residential (Shared Driveways),1,2/6/2020
77433,Unrestricted,1,2/6/2020
77373,Unrestricted; Lift Station,1,2/6/2020
77004,Single Family Residential (Public Street),1,2/6/2020
77009,Landscape or Open Space; Recreation; Residential Guest Parking; Single Family Residential (PAE 1/PAE 2); Single Family Residential (Shared Driveways),1,2/6/2020
77493,Landscape or Open Space; Recreation; Single Family Residential (Public Street),1,2/6/2020
77493,Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street),1,2/6/2020
77019,Single Family Residential (Shared Driveways),1,2/6/2020
77065,Single Family Residential (Public Street),1,2/6/2020
77013,Commercial,1,2/6/2020
77075,Landscape or Open Space; Single Family Residential (Public Street),1,2/6/2020
77386,Compensating Open Space; Drainage or Detention; Single Family Residential (Public Street),1,2/6/2020
77386,Compensating Open Space; Drainage or Detention; Single Family Residential (Public Street),1,2/6/2020
77008,Single Family Residential (Shared Driveways),1,2/6/2020
77034,Single Family Residential (Public Street),1,2/6/2020
77388,Unrestricted,1,2/6/2020
77407,Landscape or Open Space; Single Family Residential (Public Street),1,2/6/2020
77088,Single Family Residential (Public Street),1,2/6/2020
77396,Unrestricted; Unrestricted Intended for Multifamily; Lift Station,1,2/6/2020
77346,Single Family Residential (Public Street),1,2/6/2020
77433,Lift Station,1,2/6/2020
77396,Drainage or Detention,1,2/6/2020
77396,"Water Treatment, Production or Repressurization",1,2/6/2020
77406,Unrestricted Intended for Multifamily,1,2/6/2020
77406,Unrestricted,1,2/6/2020
77087,Single Family Residential (Public Street),1,2/6/2020
77014,"Church, School and Institutional",1,2/6/2020
77022,Landscape or Open Space; Residential Guest Parking; Single Family Residential (PAE 1/PAE 2),1,2/6/2020
