Zip Code,Land Use,Count,Date
77449,General Plan,1,2/27/2020
77498,Commercial,1,2/27/2020
77429,Drainage or Detention; Landscape or Open Space; Single Family Residential (PAE 1/PAE 2),1,2/27/2020
77039,Unrestricted,1,2/27/2020
77407,Landscape or Open Space,1,2/27/2020
77407,"Water Treatment, Production or Repressurization",1,2/27/2020
77008,Unrestricted,1,2/27/2020
77047,Single Family Residential (Public Street),1,2/27/2020
77027,Unrestricted,1,2/27/2020
77011,Single Family Residential (Public Street),1,2/27/2020
77047,Unrestricted,1,2/27/2020
77396,Single Family Residential (Public Street),1,2/27/2020
77493,Unrestricted,1,2/27/2020
77433,Unrestricted,1,2/27/2020
77447,Single Family Residential (Public Street),1,2/27/2020
77055,Unrestricted,1,2/27/2020
77433,Landscape or Open Space; Single Family Residential (Public Street),1,2/27/2020
77433,Landscape or Open Space; Single Family Residential (PAE 1/PAE 2),1,2/27/2020
77017,Unrestricted,1,2/27/2020
77095,Unrestricted,1,2/27/2020
77545,Landscape or Open Space; Single Family Residential (Public Street),1,2/27/2020
77006,Single Family Residential (Public Street),1,2/27/2020
77079,Unrestricted,1,2/27/2020
77047,Single Family Residential (Public Street),1,2/27/2020
77598,Unrestricted,1,2/27/2020
77008,Residential Guest Parking; Single Family Residential (Shared Driveways),1,2/27/2020
77022,Unrestricted,1,2/27/2020
77388,Commercial,1,2/27/2020
77015,Unrestricted,1,2/27/2020
77429,Unrestricted,1,2/27/2020
77338,Commercial,1,2/27/2020
77377,Unrestricted,1,2/27/2020
77020,Unrestricted,1,2/27/2020
77493,Landscape or Open Space; Single Family Residential (Public Street),1,2/27/2020
77044,Landscape or Open Space; Single Family Residential (Public Street),1,2/27/2020
77006,Single Family Residential (Public Street),1,2/27/2020
77007,Single Family Residential (Public Street),1,2/27/2020
77009,Single Family Residential (Public Street),1,2/27/2020
77004,Single Family Residential (Shared Driveways),1,2/27/2020
77018,Commercial,1,2/27/2020
77003,Single Family Residential (Shared Driveways),1,2/27/2020
77003,Single Family Residential (Shared Driveways),1,2/27/2020
77016,Unrestricted; Single Family Residential (Public Street),1,2/27/2020
77447,Unrestricted,1,2/27/2020
77407,Landscape or Open Space,1,2/27/2020
77407,Single Family Residential (Public Street),1,2/27/2020
77407,Landscape or Open Space; Lift Station; Recreation; Single Family Residential (Public Street),1,2/27/2020
77004,Unrestricted,1,2/27/2020
77079,Unrestricted,1,2/27/2020
77386,Unrestricted,1,2/27/2020
77429,Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street); Other,1,2/27/2020
77338,Commercial,1,2/27/2020
77021,Single Family Residential (Public Street),1,2/27/2020
77493,Landscape or Open Space; Recreation; Single Family Residential (Public Street),1,2/27/2020
77493,Landscape or Open Space; Single Family Residential (Public Street),1,2/27/2020
77494,Street Dedication,1,2/27/2020
77098,Unrestricted,1,2/27/2020
77389,"Church, School and Institutional",1,2/27/2020
77007,Single Family Residential (Shared Driveways),1,2/27/2020
77389,Unrestricted,1,2/27/2020
77049,Single Family Residential (Public Street),1,2/27/2020
77009,Commercial,1,2/27/2020
77020,Single Family Residential (Public Street),1,2/27/2020
77020,Single Family Residential (Public Street),1,2/27/2020
77020,Single Family Residential (Public Street),1,2/27/2020
77020,Single Family Residential (Public Street),1,2/27/2020
77598,Unrestricted,1,2/27/2020
77022,Single Family Residential (Public Street),1,2/27/2020
77038,Commercial,1,2/27/2020
77388,Unrestricted,1,2/27/2020
77070,Single Family Residential (Public Street),1,2/27/2020
77070,Unrestricted,1,2/27/2020
77095,Commercial,1,2/27/2020
77013,Commercial,1,2/27/2020
77086,Landscape or Open Space; Single Family Residential (Public Street),1,2/27/2020
77375,General Plan,1,2/27/2020
