Zip Code,Land Use,Count,Date
77009,Single Family Residential (Public Street),1,7/27/2017
77433,Single Family Residential (Public Street),1,7/27/2017
77020,Single Family Residential (Public Street),1,7/27/2017
77083,Compensating Open Space; Drainage or Detention; Residential Guest Parking; Single Family Residential (PAE 1/PAE 2),1,7/27/2017
77338,Unrestricted,1,7/27/2017
77396,Compensating Open Space; Landscape or Open Space; Single Family Residential (Public Street),1,7/27/2017
77346,Single Family Residential (PAE 1/PAE 2),1,7/27/2017
77346,Compensating Open Space; Landscape or Open Space; Single Family Residential (PAE 1/PAE 2),1,7/27/2017
77346,Landscape or Open Space; Single Family Residential (PAE 1/PAE 2),1,7/27/2017
77073,Commercial,1,7/27/2017
77447,Landscape or Open Space; Single Family Residential (Public Street),1,7/27/2017
77008,Single Family Residential (Shared Driveways),1,7/27/2017
77007,Single Family Residential (Public Street),1,7/27/2017
77009,Unrestricted,1,7/27/2017
77069,Unrestricted,1,7/27/2017
77433,Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street),1,7/27/2017
77346,Single Family Residential (Public Street),1,7/27/2017
77008,Unrestricted Intended for Multifamily,1,7/27/2017
77018,Single Family Residential (PAE 1/PAE 2),1,7/27/2017
77009,Single Family Residential (Shared Driveways),1,7/27/2017
77044,Unrestricted,1,7/27/2017
77494,Commercial,1,7/27/2017
77022,Unrestricted,1,7/27/2017
77091,Single Family Residential (PAE 1/PAE 2),1,7/27/2017
77055,Single Family Residential (PAE 1/PAE 2),1,7/27/2017
77029,"Church, School and Institutional",1,7/27/2017
77336,Other,1,7/27/2017
77336,General Plan,1,7/27/2017
77336,Landscape or Open Space; Single Family Residential (Public Street),1,7/27/2017
77373,Single Family Residential (Public Street),1,7/27/2017
77373,Landscape or Open Space; Single Family Residential (PAE 1/PAE 2),1,7/27/2017
77075,Single Family Residential (Public Street),1,7/27/2017
77004,Residential Guest Parking; Single Family Residential (Shared Driveways),1,7/27/2017
77070,Unrestricted,1,7/27/2017
77449,Street Dedication,1,7/27/2017
77598,Commercial,1,7/27/2017
77338,Single Family Residential (Public Street),1,7/27/2017
77093,Unrestricted,1,7/27/2017
77389,Unrestricted,1,7/27/2017
77493,Unrestricted,1,7/27/2017
77044,General Plan,1,7/27/2017
77044,Compensating Open Space; Landscape or Open Space; Single Family Residential (Public Street),1,7/27/2017
77346,Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street),1,7/27/2017
77346,Single Family Residential (Public Street),1,7/27/2017
77386,Single Family Residential (Public Street),1,7/27/2017
77386,Single Family Residential (Public Street),1,7/27/2017
77386,Landscape or Open Space; Single Family Residential (Public Street),1,7/27/2017
77386,Single Family Residential (Public Street),1,7/27/2017
77009,Single Family Residential (Public Street),1,7/27/2017
77406,General Plan,1,7/27/2017
77406,Single Family Residential (Public Street),1,7/27/2017
77406,Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street),1,7/27/2017
77406,Single Family Residential (Public Street),1,7/27/2017
77406,Landscape or Open Space; Single Family Residential (Public Street),1,7/27/2017
77406,Single Family Residential (Public Street),1,7/27/2017
77406,Single Family Residential (Public Street),1,7/27/2017
77406,Street Dedication,1,7/27/2017
77038,Drainage or Detention,1,7/27/2017
77009,Single Family Residential (Public Street),1,7/27/2017
77055,Single Family Residential (Shared Driveways),1,7/27/2017
77377,Single Family Residential (Public Street),1,7/27/2017
77004,Unrestricted,1,7/27/2017
77020,Unrestricted,1,7/27/2017
77007,Single Family Residential (Public Street),1,7/27/2017
77022,Single Family Residential (Public Street),1,7/27/2017
77449,Unrestricted,1,7/27/2017
77080,Single Family Residential (PAE 1/PAE 2),1,7/27/2017
77375,Other,1,7/27/2017
77406,Landscape or Open Space; Single Family Residential (Public Street); Other,1,7/27/2017
77056,Single Family Residential (Public Street),1,7/27/2017
77008,Landscape or Open Space; Residential Guest Parking; Single Family Residential (Shared Driveways),1,7/27/2017
77020,Single Family Residential (Public Street),1,7/27/2017
77373,Unrestricted,1,7/27/2017
77093,Single Family Residential (Public Street),1,7/27/2017
77002,Unrestricted,1,7/27/2017
77002,Unrestricted,1,7/27/2017
77053,Commercial,1,7/27/2017
77449,Unrestricted,1,7/27/2017
77072,Drainage or Detention; Landscape or Open Space; Single Family Residential (PAE 1/PAE 2); Other,1,7/27/2017
77055,Single Family Residential (Public Street),1,7/27/2017
77013,Commercial,1,7/27/2017
77019,Single Family Residential (Public Street),1,7/27/2017
77493,Landscape or Open Space; Single Family Residential (Public Street),1,7/27/2017
77493,Single Family Residential (Public Street),1,7/27/2017
77021,Unrestricted,1,7/27/2017
77498,Single Family Residential (PAE 1/PAE 2),1,7/27/2017
77532,Landscape or Open Space; Single Family Residential (Public Street),1,7/27/2017
77532,Single Family Residential (Public Street),1,7/27/2017
77396,Unrestricted,1,7/27/2017
77084,Unrestricted,1,7/27/2017
77373,Unrestricted,1,7/27/2017
77077,Unrestricted,1,7/27/2017
77064,Unrestricted,1,7/27/2017
77019,Unrestricted,1,7/27/2017
77433,Single Family Residential (Public Street),1,7/27/2017
77379,Unrestricted,1,7/27/2017
77019,Commercial,1,7/27/2017
77004,Single Family Residential (Shared Driveways),1,7/27/2017
77375,Unrestricted,1,7/27/2017
77375,Unrestricted,1,7/27/2017
77045,Single Family Residential (PAE 1/PAE 2),1,7/27/2017
77090,Compensating Open Space; Drainage or Detention; Landscape or Open Space; Single Family Residential (PAE 1/PAE 2),1,7/27/2017
77049,Drainage or Detention,1,7/27/2017
77530,Landscape or Open Space; Single Family Residential (Public Street),1,7/27/2017
77073,Unrestricted; Drainage or Detention; Landscape or Open Space,1,7/27/2017
77073,Commercial,1,7/27/2017
77073,Commercial,1,7/27/2017
77067,Commercial,1,7/27/2017
77494,Unrestricted,1,7/27/2017
77377,Commercial,1,7/27/2017
77020,Compensating Open Space; Landscape or Open Space; Single Family Residential (PAE 1/PAE 2),1,7/27/2017
77007,Unrestricted,1,7/27/2017
77494,Single Family Residential (Public Street),1,7/27/2017
77055,Single Family Residential (PAE 1/PAE 2),1,7/27/2017
77429,Single Family Residential (Public Street),1,7/27/2017
77019,Single Family Residential (Public Street),1,7/27/2017
77346,Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street); Other,1,7/27/2017
77008,Single Family Residential (Public Street),1,7/27/2017
77018,Residential Guest Parking; Single Family Residential (Shared Driveways),1,7/27/2017
77035,Single Family Residential (PAE 1/PAE 2),1,7/27/2017
77015,Commercial,1,7/27/2017
77429,Landscape or Open Space; Single Family Residential (Public Street); Other,1,7/27/2017
77098,Single Family Residential (Public Street),1,7/27/2017
77377,Unrestricted,1,7/27/2017
77019,Single Family Residential (Public Street),1,7/27/2017
77449,Landscape or Open Space; Single Family Residential (Public Street),1,7/27/2017
77433,Street Dedication,1,7/27/2017
77057,Single Family Residential (Shared Driveways),1,7/27/2017
77038,Landscape or Open Space; Single Family Residential (Public Street),1,7/27/2017
77377,Single Family Residential (Public Street),1,7/27/2017
77075,Single Family Residential (PAE 1/PAE 2),1,7/27/2017
77380,Unrestricted,1,7/27/2017
77336,General Plan,1,7/27/2017
77336,Single Family Residential (Public Street),1,7/27/2017
