Zip Code,Land Use,Count,Date
77449,Unrestricted,1,4/10/2017
77060,Unrestricted,1,4/10/2017
77407,Unrestricted,1,4/10/2017
77407,Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street),1,4/10/2017
77017,Unrestricted,1,4/10/2017
77493,Unrestricted,1,4/10/2017
77088,Commercial,1,4/10/2017
77007,Single Family Residential (Shared Driveways),1,4/10/2017
77008,Single Family Residential (Public Street),1,4/10/2017
77009,Unrestricted,1,4/10/2017
77365,Single Family Residential (Public Street),1,4/10/2017
77365,Single Family Residential (Public Street),1,4/10/2017
77027,Commercial,1,4/10/2017
77021,Unrestricted,1,4/10/2017
77007,Single Family Residential (Shared Driveways),1,4/10/2017
77007,Single Family Residential (Public Street),1,4/10/2017
77057,Single Family Residential (Public Street),1,4/10/2017
77433,Unrestricted,1,4/10/2017
77433,Single Family Residential (Public Street),1,4/10/2017
77433,Single Family Residential (Public Street),1,4/10/2017
77017,Unrestricted,1,4/10/2017
77396,Commercial,1,4/10/2017
77084,Unrestricted,1,4/10/2017
77083,Unrestricted,1,4/10/2017
77365,Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street),1,4/10/2017
77023,Single Family Residential (Public Street),1,4/10/2017
77023,Single Family Residential (Public Street),1,4/10/2017
77028,Lift Station,1,4/10/2017
77087,Unrestricted,1,4/10/2017
77041,Unrestricted,1,4/10/2017
77008,Single Family Residential (Public Street),1,4/10/2017
77093,Unrestricted,1,4/10/2017
77009,Single Family Residential (Shared Driveways),1,4/10/2017
77545,Single Family Residential (Public Street),1,4/10/2017
77379,Unrestricted,1,4/10/2017
77075,General Plan,1,4/10/2017
77057,Unrestricted,1,4/10/2017
77388,General Plan,1,4/10/2017
77447,Unrestricted,1,4/10/2017
77012,Single Family Residential (Public Street),1,4/10/2017
77389,Unrestricted,1,4/10/2017
77407,Landscape or Open Space; Single Family Residential (PAE 1/PAE 2),1,4/10/2017
77407,Unrestricted,1,4/10/2017
77089,Unrestricted,1,4/10/2017
77379,Unrestricted,1,4/10/2017
77008,Single Family Residential (Shared Driveways),1,4/10/2017
77091,Single Family Residential (Public Street),1,4/10/2017
77008,Single Family Residential (Public Street),1,4/10/2017
77015,Unrestricted,1,4/10/2017
77075,Single Family Residential (Public Street),1,4/10/2017
77075,Single Family Residential (Public Street),1,4/10/2017
77429,Commercial,1,4/10/2017
77396,Street Dedication,1,4/10/2017
77094,Unrestricted,1,4/10/2017
77493,Unrestricted,1,4/10/2017
77493,Landscape or Open Space,1,4/10/2017
77493,Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street),1,4/10/2017
77493,Compensating Open Space; Landscape or Open Space; Single Family Residential (Public Street),1,4/10/2017
77449,Commercial,1,4/10/2017
77406,Unrestricted,1,4/10/2017
77546,Unrestricted,1,4/10/2017
77020,Single Family Residential (Public Street),1,4/10/2017
77053,Commercial,1,4/10/2017
77016,Commercial,1,4/10/2017
77365,Street Dedication,1,4/10/2017
77020,Single Family Residential (Public Street),1,4/10/2017
77080,Unrestricted,1,4/10/2017
77375,Drainage or Detention; Single Family Residential (PAE 1/PAE 2),1,4/10/2017
77008,Single Family Residential (Public Street),1,4/10/2017
77056,Unrestricted,1,4/10/2017
77447,Other,1,4/10/2017
77009,Commercial,1,4/10/2017
77080,Other,1,4/10/2017
77080,Other,1,4/10/2017
77032,Unrestricted,1,4/10/2017
77447,Single Family Residential (Public Street),1,4/10/2017
77090,Unrestricted,1,4/10/2017
77336,Single Family Residential (Public Street),1,4/10/2017
77039,Unrestricted,1,4/10/2017
77074,Unrestricted,1,4/10/2017
77005,Unrestricted,1,4/10/2017
77338,Commercial,1,4/10/2017
77365,Single Family Residential (Public Street),1,4/10/2017
77044,General Plan,1,4/10/2017
77494,Compensating Open Space; Single Family Residential (PAE 1/PAE 2); Other,1,4/10/2017
77429,Commercial,1,4/10/2017
77080,Single Family Residential (Public Street),1,4/10/2017
77346,Street Dedication,1,4/10/2017
77346,Single Family Residential (Public Street),1,4/10/2017
77060,Unrestricted,1,4/10/2017
77055,Unrestricted,1,4/10/2017
77008,Single Family Residential (Public Street),1,4/10/2017
77026,Commercial,1,4/10/2017
77365,Landscape or Open Space; Single Family Residential (Public Street),1,4/10/2017
77008,Single Family Residential (Shared Driveways),1,4/10/2017
77008,Single Family Residential (Shared Driveways),1,4/10/2017
77498,Unrestricted,1,4/10/2017
77006,Single Family Residential (Public Street),1,4/10/2017
77494,Other,1,4/10/2017
77057,Single Family Residential (Public Street),1,4/10/2017
77057,Single Family Residential (Shared Driveways),1,4/10/2017
77375,Unrestricted,1,4/10/2017
77040,Unrestricted,1,4/10/2017
77009,Unrestricted,1,4/10/2017
77365,Landscape or Open Space; Single Family Residential (Public Street),1,4/10/2017
