Zip Code,Land Use,Count,Date
77090,Unrestricted,1,9/28/2017
77004,Unrestricted,1,9/28/2017
77346,Unrestricted,1,9/28/2017
77346,General Plan,1,9/28/2017
77346,Single Family Residential (Public Street),1,9/28/2017
77346,Compensating Open Space; Landscape or Open Space; Single Family Residential (Public Street),1,9/28/2017
77346,Landscape or Open Space,1,9/28/2017
77346,Landscape or Open Space; Single Family Residential (Public Street),1,9/28/2017
77346,Single Family Residential (PAE 1/PAE 2),1,9/28/2017
77386,Single Family Residential (Public Street),1,9/28/2017
77084,Unrestricted,1,9/28/2017
77433,General Plan,1,9/28/2017
77433,Single Family Residential (Public Street),1,9/28/2017
77433,Single Family Residential (Public Street),1,9/28/2017
77433,Landscape or Open Space; Single Family Residential (Public Street),1,9/28/2017
77433,Landscape or Open Space; Single Family Residential (Public Street),1,9/28/2017
77433,Drainage or Detention; Landscape or Open Space; Lift Station; Single Family Residential (Public Street),1,9/28/2017
77433,Landscape or Open Space; Single Family Residential (Public Street),1,9/28/2017
77433,Single Family Residential (Public Street),1,9/28/2017
77433,Street Dedication,1,9/28/2017
77044,Single Family Residential (PAE 1/PAE 2),1,9/28/2017
77090,Unrestricted,1,9/28/2017
77449,"Church, School and Institutional",1,9/28/2017
77489,Single Family Residential (Public Street),1,9/28/2017
77098,Unrestricted,1,9/28/2017
77336,Single Family Residential (Public Street),1,9/28/2017
77008,Residential Guest Parking; Single Family Residential (Shared Driveways),1,9/28/2017
77055,Single Family Residential (Public Street),1,9/28/2017
77055,Compensating Open Space; Single Family Residential (Public Street),1,9/28/2017
77407,Unrestricted,1,9/28/2017
77006,Single Family Residential (Shared Driveways),1,9/28/2017
77019,Single Family Residential (Public Street),1,9/28/2017
77009,Single Family Residential (Shared Driveways),1,9/28/2017
77011,Single Family Residential (Public Street),1,9/28/2017
77059,Single Family Residential (Public Street),1,9/28/2017
77449,Street Dedication,1,9/28/2017
77047,Single Family Residential (PAE 1/PAE 2),1,9/28/2017
77063,Commercial,1,9/28/2017
77018,Commercial,1,9/28/2017
77007,Single Family Residential (Public Street),1,9/28/2017
77045,Unrestricted,1,9/28/2017
77016,Unrestricted,1,9/28/2017
77003,Single Family Residential (Shared Driveways),1,9/28/2017
77003,Single Family Residential (Shared Driveways),1,9/28/2017
77007,Commercial,1,9/28/2017
77020,Single Family Residential (Shared Driveways),1,9/28/2017
77073,General Plan,1,9/28/2017
77073,Unrestricted,1,9/28/2017
77375,"Water Treatment, Production or Repressurization",1,9/28/2017
77449,"Water Treatment, Production or Repressurization",1,9/28/2017
77406,Single Family Residential (Public Street),1,9/28/2017
77044,Single Family Residential (Public Street),1,9/28/2017
77373,Single Family Residential (Public Street),1,9/28/2017
77084,Single Family Residential (Public Street),1,9/28/2017
77087,Unrestricted,1,9/28/2017
77026,Commercial,1,9/28/2017
77075,Single Family Residential (Public Street),1,9/28/2017
77336,Commercial,1,9/28/2017
77044,Unrestricted,1,9/28/2017
77484,Single Family Residential (PAE 1/PAE 2),1,9/28/2017
77011,Single Family Residential (Shared Driveways),1,9/28/2017
77091,Landscape or Open Space; Residential Guest Parking; Single Family Residential (PAE 1/PAE 2),1,9/28/2017
77055,Single Family Residential (PAE 1/PAE 2),1,9/28/2017
77022,Single Family Residential (Shared Driveways),1,9/28/2017
77092,Unrestricted,1,9/28/2017
77339,Single Family Residential (Public Street),1,9/28/2017
77339,Single Family Residential (Public Street),1,9/28/2017
77003,Unrestricted,1,9/28/2017
77084,Unrestricted,1,9/28/2017
77024,Single Family Residential (Public Street),1,9/28/2017
77433,General Plan,1,9/28/2017
77449,Single Family Residential (Public Street),1,9/28/2017
77449,Single Family Residential (Public Street),1,9/28/2017
77055,Single Family Residential (Public Street),1,9/28/2017
77070,Single Family Residential (Public Street),1,9/28/2017
77433,Landscape or Open Space; Single Family Residential (Public Street),1,9/28/2017
77498,Compensating Open Space; Residential Guest Parking; Single Family Residential (PAE 1/PAE 2),1,9/28/2017
77080,Single Family Residential (PAE 1/PAE 2),1,9/28/2017
77532,Single Family Residential (Public Street),1,9/28/2017
77373,Unrestricted,1,9/28/2017
77003,Single Family Residential (Shared Driveways),1,9/28/2017
77003,Single Family Residential (Shared Driveways),1,9/28/2017
77003,Single Family Residential (Shared Driveways),1,9/28/2017
77003,Single Family Residential (Shared Driveways),1,9/28/2017
77080,Single Family Residential (PAE 1/PAE 2),1,9/28/2017
77379,Unrestricted,1,9/28/2017
77048,Unrestricted,1,9/28/2017
77530,Single Family Residential (Public Street),1,9/28/2017
77049,Single Family Residential (Public Street),1,9/28/2017
77049,Single Family Residential (Public Street),1,9/28/2017
77003,Single Family Residential (Shared Driveways),1,9/28/2017
77003,Single Family Residential (Shared Driveways),1,9/28/2017
77429,Commercial,1,9/28/2017
77069,General Plan,1,9/28/2017
77068,Single Family Residential (PAE 1/PAE 2),1,9/28/2017
77377,Landscape or Open Space; Single Family Residential (Public Street),1,9/28/2017
77377,Single Family Residential (Public Street),1,9/28/2017
77365,Single Family Residential (Public Street),1,9/28/2017
77045,Unrestricted,1,9/28/2017
77089,Unrestricted,1,9/28/2017
77007,Single Family Residential (Public Street),1,9/28/2017
77055,Single Family Residential (Shared Driveways),1,9/28/2017
77020,Compensating Open Space; Landscape or Open Space; Single Family Residential (PAE 1/PAE 2),1,9/28/2017
77055,Single Family Residential (PAE 1/PAE 2),1,9/28/2017
77007,Commercial,1,9/28/2017
77007,Commercial,1,9/28/2017
77386,Commercial,1,9/28/2017
77386,Commercial,1,9/28/2017
77357,Single Family Residential (PAE 1/PAE 2),1,9/28/2017
77357,Single Family Residential (PAE 1/PAE 2),1,9/28/2017
77377,Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street); Single Family Residential (PAE 1/PAE 2),1,9/28/2017
77014,General Plan,1,9/28/2017
77014,Commercial,1,9/28/2017
77003,Single Family Residential (Public Street),1,9/28/2017
77003,Single Family Residential (Public Street),1,9/28/2017
77493,Single Family Residential (Public Street),1,9/28/2017
77389,Unrestricted,1,9/28/2017
77035,Landscape or Open Space; Single Family Residential (PAE 1/PAE 2); Other,1,9/28/2017
77396,Unrestricted,1,9/28/2017
77365,General Plan,1,9/28/2017
77020,Single Family Residential (Public Street),1,9/28/2017
77077,Landscape or Open Space; Residential Guest Parking; Single Family Residential (Shared Driveways),1,9/28/2017
77016,General Plan,1,9/28/2017
77098,Single Family Residential (Public Street),1,9/28/2017
77449,General Plan,1,9/28/2017
77380,Unrestricted,1,9/28/2017
77007,Unrestricted,1,9/28/2017
,,1,
