Zip Code,Land Use,Count,Date
77009,Single Family Residential (Public Street),1,8/10/2017
77407,Street Dedication,1,8/10/2017
77407,Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street),1,8/10/2017
77004,Single Family Residential (Public Street),1,8/10/2017
77083,Compensating Open Space; Drainage or Detention; Residential Guest Parking; Single Family Residential (PAE 1/PAE 2),1,8/10/2017
77346,Landscape or Open Space; Single Family Residential (Public Street); Single Family Residential (PAE 1/PAE 2),1,8/10/2017
77493,Unrestricted,1,8/10/2017
77447,Landscape or Open Space; Lift Station; Single Family Residential (Public Street),1,8/10/2017
77008,Single Family Residential (Shared Driveways),1,8/10/2017
77072,Unrestricted,1,8/10/2017
77071,Unrestricted,1,8/10/2017
77407,Street Dedication,1,8/10/2017
77004,Unrestricted,1,8/10/2017
77028,Unrestricted Intended for Multifamily,1,8/10/2017
77031,Commercial,1,8/10/2017
77433,Single Family Residential (Public Street),1,8/10/2017
77028,Commercial,1,8/10/2017
77009,Single Family Residential (Shared Driveways),1,8/10/2017
77429,"Church, School and Institutional",1,8/10/2017
77047,Single Family Residential (Public Street),1,8/10/2017
77055,Single Family Residential (PAE 1/PAE 2),1,8/10/2017
77026,Unrestricted,1,8/10/2017
77007,Single Family Residential (PAE 1/PAE 2); Single Family Residential (Shared Driveways),1,8/10/2017
77447,Landscape or Open Space; Single Family Residential (Public Street),1,8/10/2017
77019,General Plan,1,8/10/2017
77019,Unrestricted,1,8/10/2017
77039,Commercial,1,8/10/2017
77005,Other,1,8/10/2017
77449,Street Dedication,1,8/10/2017
77055,Single Family Residential (PAE 1/PAE 2),1,8/10/2017
77065,Single Family Residential (Public Street),1,8/10/2017
77365,Commercial,1,8/10/2017
77493,Single Family Residential (Public Street),1,8/10/2017
77493,Landscape or Open Space; Single Family Residential (Public Street),1,8/10/2017
77396,Unrestricted,1,8/10/2017
77389,Unrestricted,1,8/10/2017
77043,Unrestricted,1,8/10/2017
77346,Street Dedication,1,8/10/2017
77083,Unrestricted,1,8/10/2017
77044,General Plan,1,8/10/2017
77044,Compensating Open Space; Landscape or Open Space; Single Family Residential (Public Street),1,8/10/2017
77087,Commercial,1,8/10/2017
77386,Single Family Residential (PAE 1/PAE 2),1,8/10/2017
77386,Single Family Residential (Public Street),1,8/10/2017
77009,Single Family Residential (Public Street),1,8/10/2017
77084,Unrestricted,1,8/10/2017
77346,Drainage or Detention; Landscape or Open Space,1,8/10/2017
77388,"Water Treatment, Production or Repressurization",1,8/10/2017
77007,Single Family Residential (Shared Driveways),1,8/10/2017
77494,Single Family Residential (Public Street),1,8/10/2017
77091,Single Family Residential (PAE 1/PAE 2),1,8/10/2017
