Zip Code,Land Use,Count,Date
77017,Single Family Residential (Shared Driveways),1,9/19/2019
77003,Commercial,1,9/19/2019
77407,Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street),1,9/19/2019
77407,Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street),1,9/19/2019
77044,Single Family Residential (PAE 1/PAE 2),1,9/19/2019
77007,Single Family Residential (Public Street),1,9/19/2019
77389,Unrestricted,1,9/19/2019
77396,Compensating Open Space; Landscape or Open Space; Single Family Residential (Public Street),1,9/19/2019
77447,Drainage or Detention,1,9/19/2019
77024,Single Family Residential (Public Street),1,9/19/2019
77493,General Plan,1,9/19/2019
77009,Single Family Residential (Shared Driveways),1,9/19/2019
77079,Unrestricted,1,9/19/2019
77051,Single Family Residential (Public Street),1,9/19/2019
77365,Unrestricted; Compensating Open Space; Drainage or Detention; Landscape or Open Space; Lift Station; Single Family Residential (Public Street),1,9/19/2019
77072,Unrestricted,1,9/19/2019
77019,Unrestricted,1,9/19/2019
77019,Commercial,1,9/19/2019
77078,Single Family Residential (Public Street),1,9/19/2019
77493,Unrestricted,1,9/19/2019
77406,Landscape or Open Space; Single Family Residential (Public Street),1,9/19/2019
77406,Landscape or Open Space; Single Family Residential (Public Street),1,9/19/2019
77406,Compensating Open Space; Landscape or Open Space; Single Family Residential (Public Street),1,9/19/2019
77406,Landscape or Open Space; Single Family Residential (Public Street),1,9/19/2019
77004,Commercial,1,9/19/2019
77396,Commercial,1,9/19/2019
77429,Landscape or Open Space; Single Family Residential (Public Street),1,9/19/2019
77429,Landscape or Open Space; Single Family Residential (Public Street),1,9/19/2019
77068,Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street),1,9/19/2019
77433,General Plan,1,9/19/2019
77433,Compensating Open Space; Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street),1,9/19/2019
77373,Landscape or Open Space,1,9/19/2019
77009,Single Family Residential (Public Street),1,9/19/2019
77059,Single Family Residential (PAE 1/PAE 2),1,9/19/2019
77038,Unrestricted,1,9/19/2019
77429,Landscape or Open Space; Single Family Residential (Public Street),1,9/19/2019
77007,Single Family Residential (Public Street),1,9/19/2019
77044,Unrestricted,1,9/19/2019
77447,General Plan,1,9/19/2019
77006,Unrestricted,1,9/19/2019
77407,Drainage or Detention; Landscape or Open Space,1,9/19/2019
77407,Landscape or Open Space; Lift Station; Single Family Residential (Public Street),1,9/19/2019
77008,Other,1,9/19/2019
77346,Landscape or Open Space; Single Family Residential (Public Street),1,9/19/2019
77346,Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street),1,9/19/2019
