Zip Code,Land Use,Count,Date
77027,Unrestricted,1,2/20/2020
77026,Unrestricted,1,2/20/2020
77099,"Church, School and Institutional",1,2/20/2020
77047,Single Family Residential (Shared Driveways),1,2/20/2020
77377,General Plan,1,2/20/2020
77007,Single Family Residential (Public Street),1,2/20/2020
77066,Recreation,1,2/20/2020
77433,General Plan,1,2/20/2020
77022,Single Family Residential (Public Street),1,2/20/2020
77024,Single Family Residential (Public Street),1,2/20/2020
77098,Single Family Residential (Public Street),1,2/20/2020
77373,Compensating Open Space; Drainage or Detention; Single Family Residential (Public Street),1,2/20/2020
77373,Compensating Open Space; Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street),1,2/20/2020
77433,Street Dedication,1,2/20/2020
77056,Unrestricted,1,2/20/2020
77051,Single Family Residential (Public Street),1,2/20/2020
77090,Unrestricted,1,2/20/2020
77018,Commercial,1,2/20/2020
77377,Street Dedication,1,2/20/2020
77020,Single Family Residential (Public Street),1,2/20/2020
77066,Single Family Residential (Public Street),1,2/20/2020
77062,Unrestricted,1,2/20/2020
77004,Single Family Residential (Shared Driveways),1,2/20/2020
77033,Commercial,1,2/20/2020
77076,Landscape or Open Space; Residential Guest Parking; Single Family Residential (Shared Driveways),1,2/20/2020
77389,Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street),1,2/20/2020
77055,Single Family Residential (Public Street),1,2/20/2020
77068,Single Family Residential (Public Street),1,2/20/2020
77069,"Church, School and Institutional",1,2/20/2020
77377,Drainage or Detention; Landscape or Open Space; Street Dedication; Other,1,2/20/2020
77073,"Unrestricted; Water Treatment, Production or Repressurization",1,2/20/2020
77004,Single Family Residential (Public Street),1,2/20/2020
77493,Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street),1,2/20/2020
77493,Compensating Open Space; Single Family Residential (Public Street),1,2/20/2020
77091,Single Family Residential (Shared Driveways),1,2/20/2020
77065,Single Family Residential (Public Street),1,2/20/2020
77087,Unrestricted,1,2/20/2020
77386,Compensating Open Space; Drainage or Detention; Single Family Residential (Public Street),1,2/20/2020
77034,Other,1,2/20/2020
77079,Single Family Residential (Public Street),1,2/20/2020
77018,Single Family Residential (Public Street),1,2/20/2020
77407,Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street),1,2/20/2020
77380,Unrestricted,1,2/20/2020
77396,Unrestricted; Unrestricted Intended for Multifamily; Lift Station,1,2/20/2020
77433,"Water Treatment, Production or Repressurization",1,2/20/2020
77406,Landscape or Open Space; Single Family Residential (Public Street),1,2/20/2020
77373,"Water Treatment, Production or Repressurization",1,2/20/2020
77088,Unrestricted,1,2/20/2020
77043,Unrestricted,1,2/20/2020
77087,Single Family Residential (Public Street),1,2/20/2020
77028,Single Family Residential (Public Street),1,2/20/2020
77019,Single Family Residential (Public Street),1,2/20/2020
77022,Landscape or Open Space; Residential Guest Parking; Single Family Residential (PAE 1/PAE 2),1,2/20/2020
77018,Single Family Residential (Shared Driveways),1,2/20/2020
77493,General Plan,1,2/20/2020
77493,Landscape or Open Space; Single Family Residential (Public Street),1,2/20/2020
77021,Single Family Residential (Public Street),1,2/20/2020
77484,General Plan,1,2/20/2020
77484,Unrestricted,1,2/20/2020
77084,Compensating Open Space; Landscape or Open Space; Single Family Residential (Public Street),1,2/20/2020
77365,Unrestricted Intended for Multifamily,1,2/20/2020
77098,Unrestricted,1,2/20/2020
77018,Single Family Residential (Public Street),1,2/20/2020
77407,Unrestricted,1,2/20/2020
77429,Commercial,1,2/20/2020
77004,Single Family Residential (Public Street),1,2/20/2020
77433,Unrestricted,1,2/20/2020
77336,Landscape or Open Space; Single Family Residential (Public Street),1,2/20/2020
77039,Compensating Open Space; Single Family Residential (PAE 1/PAE 2),1,2/20/2020
77018,Single Family Residential (Public Street),1,2/20/2020
77080,Unrestricted,1,2/20/2020
77004,Single Family Residential (Public Street),1,2/20/2020
77493,Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street),1,2/20/2020
77406,Landscape or Open Space,1,2/20/2020
77019,Single Family Residential (Public Street),1,2/20/2020
77386,Drainage or Detention; Landscape or Open Space; Street Dedication,1,2/20/2020
77024,Compensating Open Space; Landscape or Open Space; Single Family Residential (PAE 1/PAE 2),1,2/20/2020
77044,Single Family Residential (PAE 1/PAE 2),1,2/20/2020
77033,Single Family Residential (Public Street),1,2/20/2020
77007,Single Family Residential (Public Street),1,2/20/2020
77433,Street Dedication,1,2/20/2020
77013,Commercial,1,2/20/2020
77047,Single Family Residential (Shared Driveways),1,2/20/2020
77339,"Church, School and Institutional",1,2/20/2020
77532,Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street),1,2/20/2020
77022,Single Family Residential (Public Street),1,2/20/2020
77545,Landscape or Open Space; Single Family Residential (Public Street),1,2/20/2020
77051,Single Family Residential (Public Street),1,2/20/2020
77055,Unrestricted,1,2/20/2020
77066,Unrestricted Intended for Multifamily,1,2/20/2020
77396,Unrestricted,1,2/20/2020
77056,Unrestricted Intended for Multifamily,1,2/20/2020
77379,General Plan,1,2/20/2020
77379,Unrestricted,1,2/20/2020
77019,Single Family Residential (Public Street),1,2/20/2020
77091,Single Family Residential (Public Street),1,2/20/2020
77365,Landscape or Open Space; Single Family Residential (Public Street),1,2/20/2020
77018,Single Family Residential (Public Street),1,2/20/2020
77406,Single Family Residential (Public Street),1,2/20/2020
77406,Single Family Residential (Public Street),1,2/20/2020
77008,Residential Guest Parking; Single Family Residential (Shared Driveways),1,2/20/2020
77008,Single Family Residential (Public Street),1,2/20/2020
77373,Commercial,1,2/20/2020
77030,Unrestricted Intended for Multifamily,1,2/20/2020
77373,Compensating Open Space; Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street),1,2/20/2020
77091,Landscape or Open Space; Residential Guest Parking; Single Family Residential (PAE 1/PAE 2),1,2/20/2020
77449,Landscape or Open Space; Single Family Residential (Public Street); Other,1,2/20/2020
77357,Landscape or Open Space; Single Family Residential (Public Street),1,2/20/2020
77028,Single Family Residential (Shared Driveways),1,2/20/2020
77433,Drainage or Detention; Landscape or Open Space; Recreation,1,2/20/2020
77433,Landscape or Open Space; Single Family Residential (Public Street),1,2/20/2020
77433,Compensating Open Space; Landscape or Open Space; Single Family Residential (Public Street),1,2/20/2020
77493,Compensating Open Space; Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street),1,2/20/2020
77004,Single Family Residential (Public Street),1,2/20/2020
77004,Single Family Residential (Public Street),1,2/20/2020
77007,Other,1,2/20/2020
77365,Unrestricted Intended for Multifamily,1,2/20/2020
77386,Single Family Residential (Public Street),1,2/20/2020
77088,Single Family Residential (Public Street),1,2/20/2020
77429,Unrestricted; Landscape or Open Space; Lift Station,1,2/20/2020
77006,Single Family Residential (Public Street),1,2/20/2020
77073,Compensating Open Space; Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street),1,2/20/2020
77433,Street Dedication,1,2/20/2020
77433,Street Dedication,1,2/20/2020
77041,Commercial,1,2/20/2020
77041,Unrestricted,1,2/20/2020
77075,Landscape or Open Space; Residential Guest Parking; Single Family Residential (PAE 1/PAE 2),1,2/20/2020
77023,Single Family Residential (Public Street),1,2/20/2020
77070,Commercial,1,2/20/2020
77043,Single Family Residential (Shared Driveways),1,2/20/2020
