Zip Code,Land Use,Count,Date
77038,Commercial,1,10/26/2017
77386,Landscape or Open Space; Single Family Residential (Public Street),1,10/26/2017
77379,Single Family Residential (PAE 1/PAE 2),1,10/26/2017
77063,Commercial,1,10/26/2017
77047,Unrestricted,1,10/26/2017
77494,Single Family Residential (Public Street),1,10/26/2017
77494,Landscape or Open Space; Single Family Residential (Public Street),1,10/26/2017
77396,Compensating Open Space; Landscape or Open Space; Single Family Residential (Public Street),1,10/26/2017
77396,Landscape or Open Space; Single Family Residential (Public Street),1,10/26/2017
77396,Compensating Open Space; Landscape or Open Space; Single Family Residential (Public Street),1,10/26/2017
77447,Single Family Residential (Public Street),1,10/26/2017
77447,Landscape or Open Space; Street Dedication,1,10/26/2017
77447,Landscape or Open Space; Street Dedication,1,10/26/2017
77003,Street Dedication,1,10/26/2017
77493,Street Dedication,1,10/26/2017
77407,Street Dedication,1,10/26/2017
77043,Single Family Residential (Shared Driveways),1,10/26/2017
77022,"Church, School and Institutional",1,10/26/2017
77386,Unrestricted,1,10/26/2017
77433,Single Family Residential (PAE 1/PAE 2),1,10/26/2017
77051,Unrestricted Intended for Multifamily,1,10/26/2017
77023,Unrestricted,1,10/26/2017
77088,Single Family Residential (Public Street),1,10/26/2017
77003,Single Family Residential (Shared Driveways),1,10/26/2017
77489,Landscape or Open Space; Single Family Residential (PAE 1/PAE 2),1,10/26/2017
77336,Single Family Residential (Public Street),1,10/26/2017
77091,Single Family Residential (PAE 1/PAE 2),1,10/26/2017
77022,Single Family Residential (Public Street),1,10/26/2017
77055,Compensating Open Space; Single Family Residential (Public Street),1,10/26/2017
77532,Commercial,1,10/26/2017
77007,Single Family Residential (Shared Driveways),1,10/26/2017
77055,Single Family Residential (PAE 1/PAE 2),1,10/26/2017
77084,Unrestricted Intended for Multifamily,1,10/26/2017
77049,Compensating Open Space; Landscape or Open Space; Single Family Residential (Public Street),1,10/26/2017
77493,Single Family Residential (Public Street),1,10/26/2017
77493,Single Family Residential (Public Street),1,10/26/2017
77493,Single Family Residential (Public Street),1,10/26/2017
77045,Unrestricted,1,10/26/2017
77388,Unrestricted,1,10/26/2017
77009,Single Family Residential (Public Street),1,10/26/2017
77009,Single Family Residential (Public Street),1,10/26/2017
77016,Unrestricted,1,10/26/2017
77018,Single Family Residential (Shared Driveways),1,10/26/2017
77075,Single Family Residential (Public Street),1,10/26/2017
77067,Commercial,1,10/26/2017
77007,Single Family Residential (Public Street),1,10/26/2017
77008,Unrestricted,1,10/26/2017
77008,Unrestricted,1,10/26/2017
77007,Single Family Residential (Public Street); Single Family Residential (Shared Driveways),1,10/26/2017
77088,Single Family Residential (Public Street),1,10/26/2017
77357,Unrestricted,1,10/26/2017
77396,Unrestricted,1,10/26/2017
77375,"Water Treatment, Production or Repressurization",1,10/26/2017
77008,Commercial,1,10/26/2017
77044,Single Family Residential (Public Street),1,10/26/2017
77044,Single Family Residential (Public Street),1,10/26/2017
77019,Single Family Residential (Public Street),1,10/26/2017
77020,Single Family Residential (Public Street),1,10/26/2017
77093,Commercial,1,10/26/2017
77008,Single Family Residential (Public Street),1,10/26/2017
77073,Unrestricted; Drainage or Detention; Single Family Residential (Public Street),1,10/26/2017
77022,Unrestricted,1,10/26/2017
77011,Single Family Residential (Shared Driveways),1,10/26/2017
77375,Commercial,1,10/26/2017
77493,Landscape or Open Space,1,10/26/2017
77346,Landscape or Open Space; Single Family Residential (PAE 1/PAE 2),1,10/26/2017
77007,Unrestricted,1,10/26/2017
77375,General Plan,1,10/26/2017
77407,Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street),1,10/26/2017
77407,Landscape or Open Space; Single Family Residential (Public Street),1,10/26/2017
77377,Single Family Residential (Public Street),1,10/26/2017
77073,Commercial,1,10/26/2017
77088,Single Family Residential (Public Street),1,10/26/2017
77493,Single Family Residential (Public Street),1,10/26/2017
77008,Unrestricted,1,10/26/2017
77007,Single Family Residential (Public Street),1,10/26/2017
77091,Single Family Residential (Shared Driveways),1,10/26/2017
77388,Commercial,1,10/26/2017
77083,Unrestricted,1,10/26/2017
77433,Landscape or Open Space; Recreation; Single Family Residential (Public Street),1,10/26/2017
77433,Landscape or Open Space; Single Family Residential (Public Street),1,10/26/2017
77048,Unrestricted,1,10/26/2017
77429,Unrestricted,1,10/26/2017
77014,Unrestricted,1,10/26/2017
77017,Unrestricted,1,10/26/2017
77493,Street Dedication,1,10/26/2017
77048,Single Family Residential (Public Street),1,10/26/2017
77095,Unrestricted,1,10/26/2017
77048,Unrestricted,1,10/26/2017
77429,Commercial,1,10/26/2017
77377,Commercial,1,10/26/2017
77338,Unrestricted,1,10/26/2017
77069,Single Family Residential (Public Street),1,10/26/2017
77365,Landscape or Open Space; Single Family Residential (Public Street),1,10/26/2017
77365,Single Family Residential (Public Street),1,10/26/2017
77498,Single Family Residential (PAE 1/PAE 2),1,10/26/2017
77008,Residential Guest Parking; Single Family Residential (Shared Driveways),1,10/26/2017
77008,Single Family Residential (Public Street),1,10/26/2017
77008,Single Family Residential (Shared Driveways),1,10/26/2017
77044,Landscape or Open Space; Single Family Residential (Public Street),1,10/26/2017
77494,Single Family Residential (PAE 1/PAE 2),1,10/26/2017
77007,Commercial,1,10/26/2017
77377,Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street); Single Family Residential (PAE 1/PAE 2),1,10/26/2017
77429,Landscape or Open Space; Single Family Residential (Public Street),1,10/26/2017
77009,Single Family Residential (Public Street),1,10/26/2017
77449,Unrestricted,1,10/26/2017
77003,Single Family Residential (Public Street),1,10/26/2017
77041,Commercial,1,10/26/2017
77077,Landscape or Open Space; Residential Guest Parking; Single Family Residential (Shared Driveways),1,10/26/2017
77098,Single Family Residential (Public Street),1,10/26/2017
77025,Unrestricted,1,10/26/2017
77037,Unrestricted,1,10/26/2017
77038,Landscape or Open Space; Single Family Residential (Public Street),1,10/26/2017
77075,Landscape or Open Space; Single Family Residential (PAE 1/PAE 2); Other,1,10/26/2017
77053,Unrestricted,1,10/26/2017
