Zip Code,Land Use,Count,Date
77063,Commercial,1,10/12/2017
77004,Unrestricted,1,10/12/2017
77346,Unrestricted; Lift Station,1,10/12/2017
77346,Single Family Residential (PAE 1/PAE 2),1,10/12/2017
77346,Landscape or Open Space; Single Family Residential (Public Street),1,10/12/2017
77346,Single Family Residential (Public Street),1,10/12/2017
77003,Street Dedication,1,10/12/2017
77043,Single Family Residential (Shared Driveways),1,10/12/2017
77022,"Church, School and Institutional",1,10/12/2017
77433,Single Family Residential (Public Street),1,10/12/2017
77433,Single Family Residential (Public Street),1,10/12/2017
77007,Unrestricted,1,10/12/2017
77407,Unrestricted,1,10/12/2017
77493,Single Family Residential (Public Street),1,10/12/2017
77388,Unrestricted,1,10/12/2017
77018,Single Family Residential (PAE 1/PAE 2),1,10/12/2017
77489,Single Family Residential (Public Street),1,10/12/2017
77098,Unrestricted,1,10/12/2017
77336,Single Family Residential (Public Street),1,10/12/2017
77082,Unrestricted,1,10/12/2017
77018,Single Family Residential (Shared Driveways),1,10/12/2017
77008,Residential Guest Parking; Single Family Residential (Shared Driveways),1,10/12/2017
77022,Single Family Residential (Public Street),1,10/12/2017
77055,Compensating Open Space; Single Family Residential (Public Street),1,10/12/2017
77055,Single Family Residential (PAE 1/PAE 2),1,10/12/2017
77003,Single Family Residential (Shared Driveways); Other,1,10/12/2017
77020,Single Family Residential (Shared Driveways),1,10/12/2017
77047,Single Family Residential (PAE 1/PAE 2),1,10/12/2017
77055,Landscape or Open Space; Single Family Residential (PAE 1/PAE 2); Other,1,10/12/2017
77084,Unrestricted,1,10/12/2017
77063,Commercial,1,10/12/2017
77040,Unrestricted,1,10/12/2017
77388,Street Dedication,1,10/12/2017
77045,Unrestricted,1,10/12/2017
77016,Unrestricted,1,10/12/2017
77018,Single Family Residential (Shared Driveways),1,10/12/2017
77003,Single Family Residential (Shared Driveways),1,10/12/2017
77003,Single Family Residential (Shared Driveways),1,10/12/2017
77075,Single Family Residential (Public Street),1,10/12/2017
77067,Commercial,1,10/12/2017
77007,Commercial,1,10/12/2017
77407,Landscape or Open Space; Single Family Residential (Public Street),1,10/12/2017
77087,Commercial,1,10/12/2017
77386,Single Family Residential (Public Street),1,10/12/2017
77386,Single Family Residential (Public Street),1,10/12/2017
77386,Landscape or Open Space; Single Family Residential (Public Street),1,10/12/2017
77375,"Water Treatment, Production or Repressurization",1,10/12/2017
77044,Single Family Residential (Public Street),1,10/12/2017
77059,Commercial,1,10/12/2017
77336,Commercial,1,10/12/2017
77484,Single Family Residential (PAE 1/PAE 2),1,10/12/2017
77011,Single Family Residential (Shared Driveways),1,10/12/2017
77091,Landscape or Open Space; Residential Guest Parking; Single Family Residential (PAE 1/PAE 2),1,10/12/2017
77034,Unrestricted,1,10/12/2017
77375,Commercial,1,10/12/2017
77339,Single Family Residential (Public Street),1,10/12/2017
77339,Landscape or Open Space; Single Family Residential (Public Street),1,10/12/2017
77407,General Plan,1,10/12/2017
77024,Single Family Residential (Public Street),1,10/12/2017
77007,Single Family Residential (Public Street),1,10/12/2017
77091,Single Family Residential (Shared Driveways),1,10/12/2017
77388,Commercial,1,10/12/2017
77006,Unrestricted,1,10/12/2017
77070,Single Family Residential (Public Street),1,10/12/2017
77433,Unrestricted,1,10/12/2017
77009,Single Family Residential (Public Street),1,10/12/2017
77493,Compensating Open Space; Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street),1,10/12/2017
77004,Unrestricted,1,10/12/2017
77009,Single Family Residential (Public Street),1,10/12/2017
77019,Single Family Residential (Public Street),1,10/12/2017
77016,Unrestricted,1,10/12/2017
77373,Unrestricted,1,10/12/2017
77003,Single Family Residential (Shared Driveways),1,10/12/2017
77003,Single Family Residential (Shared Driveways),1,10/12/2017
77003,Single Family Residential (Shared Driveways),1,10/12/2017
77003,Single Family Residential (Shared Driveways),1,10/12/2017
77017,Unrestricted,1,10/12/2017
77377,Single Family Residential (Public Street),1,10/12/2017
77090,Commercial,1,10/12/2017
77003,Single Family Residential (Shared Driveways),1,10/12/2017
77003,Single Family Residential (Shared Driveways),1,10/12/2017
77429,Commercial,1,10/12/2017
77377,Commercial,1,10/12/2017
77068,Single Family Residential (PAE 1/PAE 2),1,10/12/2017
77365,Single Family Residential (Public Street),1,10/12/2017
77498,Single Family Residential (PAE 1/PAE 2),1,10/12/2017
77027,Single Family Residential (Public Street),1,10/12/2017
77373,Unrestricted,1,10/12/2017
77040,Commercial,1,10/12/2017
77044,General Plan,1,10/12/2017
77007,Commercial,1,10/12/2017
77055,Single Family Residential (Public Street),1,10/12/2017
77598,Unrestricted,1,10/12/2017
77007,Single Family Residential (Public Street),1,10/12/2017
77357,Landscape or Open Space; Single Family Residential (Public Street),1,10/12/2017
77357,Single Family Residential (Public Street),1,10/12/2017
77377,Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street); Single Family Residential (PAE 1/PAE 2),1,10/12/2017
77003,Single Family Residential (Public Street),1,10/12/2017
77493,Single Family Residential (Public Street),1,10/12/2017
77055,Unrestricted,1,10/12/2017
77407,Commercial,1,10/12/2017
77035,Landscape or Open Space; Single Family Residential (PAE 1/PAE 2); Other,1,10/12/2017
77075,Unrestricted,1,10/12/2017
77007,Single Family Residential (Public Street),1,10/12/2017
77018,Single Family Residential (Shared Driveways),1,10/12/2017
77020,Single Family Residential (Public Street),1,10/12/2017
77020,Single Family Residential (Public Street),1,10/12/2017
77379,Single Family Residential (PAE 1/PAE 2),1,10/12/2017
77077,Landscape or Open Space; Residential Guest Parking; Single Family Residential (Shared Driveways),1,10/12/2017
