Zip Code,Land Use,Count,Date
77377,Commercial,1,1/18/2018
77407,Single Family Residential (Public Street),1,1/18/2018
77494,Single Family Residential (Public Street),1,1/18/2018
77053,Compensating Open Space; Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street),1,1/18/2018
77061,Commercial,1,1/18/2018
77407,Commercial,1,1/18/2018
77407,Street Dedication,1,1/18/2018
77032,General Plan,1,1/18/2018
77025,Unrestricted,1,1/18/2018
77056,Single Family Residential (Public Street),1,1/18/2018
77433,Landscape or Open Space,1,1/18/2018
77365,General Plan,1,1/18/2018
77030,Single Family Residential (Public Street),1,1/18/2018
77007,Unrestricted,1,1/18/2018
77018,Unrestricted,1,1/18/2018
77008,Single Family Residential (Shared Driveways),1,1/18/2018
77449,Commercial,1,1/18/2018
77008,Single Family Residential (Public Street),1,1/18/2018
77041,Unrestricted,1,1/18/2018
77493,Single Family Residential (Public Street),1,1/18/2018
77098,Unrestricted,1,1/18/2018
77003,Single Family Residential (Public Street); Single Family Residential (Shared Driveways),1,1/18/2018
77003,Single Family Residential (Shared Driveways),1,1/18/2018
77007,Single Family Residential (Public Street),1,1/18/2018
77048,General Plan,1,1/18/2018
77093,Single Family Residential (Public Street),1,1/18/2018
77396,Lift Station,1,1/18/2018
77006,Unrestricted,1,1/18/2018
77021,Single Family Residential (Shared Driveways),1,1/18/2018
77338,Commercial,1,1/18/2018
77018,Landscape or Open Space; Single Family Residential (Public Street); Single Family Residential (PAE 1/PAE 2),1,1/18/2018
77346,Landscape or Open Space; Single Family Residential (Public Street),1,1/18/2018
77346,Single Family Residential (Public Street),1,1/18/2018
77346,Single Family Residential (Public Street),1,1/18/2018
77406,Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street),1,1/18/2018
77075,Single Family Residential (Public Street),1,1/18/2018
77019,Single Family Residential (Public Street),1,1/18/2018
77005,Single Family Residential (Public Street),1,1/18/2018
77016,Unrestricted,1,1/18/2018
77493,General Plan,1,1/18/2018
77493,Landscape or Open Space,1,1/18/2018
77004,Single Family Residential (Shared Driveways),1,1/18/2018
77530,Unrestricted,1,1/18/2018
77407,Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street),1,1/18/2018
77407,Single Family Residential (Public Street),1,1/18/2018
77407,Single Family Residential (Public Street),1,1/18/2018
77070,"Church, School and Institutional",1,1/18/2018
77336,Single Family Residential (Public Street),1,1/18/2018
77407,Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street),1,1/18/2018
77365,Unrestricted,1,1/18/2018
77092,Unrestricted,1,1/18/2018
77433,Landscape or Open Space; Single Family Residential (Public Street),1,1/18/2018
77493,Compensating Open Space; Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street),1,1/18/2018
77532,Single Family Residential (Public Street),1,1/18/2018
77018,Single Family Residential (PAE 1/PAE 2),1,1/18/2018
77061,Unrestricted,1,1/18/2018
77007,Single Family Residential (Public Street),1,1/18/2018
77080,Unrestricted,1,1/18/2018
77067,Unrestricted,1,1/18/2018
77003,Single Family Residential (Public Street),1,1/18/2018
77073,Unrestricted,1,1/18/2018
77008,Unrestricted,1,1/18/2018
77026,Single Family Residential (Public Street),1,1/18/2018
77532,Unrestricted,1,1/18/2018
77069,Compensating Open Space; Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street),1,1/18/2018
77336,Single Family Residential (Public Street),1,1/18/2018
77004,Unrestricted,1,1/18/2018
77365,Single Family Residential (Public Street),1,1/18/2018
77055,Single Family Residential (Shared Driveways),1,1/18/2018
77377,General Plan,1,1/18/2018
77041,Unrestricted,1,1/18/2018
77007,Single Family Residential (Public Street),1,1/18/2018
77014,"Church, School and Institutional",1,1/18/2018
77080,Single Family Residential (PAE 1/PAE 2),1,1/18/2018
77050,Unrestricted,1,1/18/2018
77044,Single Family Residential (PAE 1/PAE 2),1,1/18/2018
77064,Unrestricted,1,1/18/2018
77545,Unrestricted; Drainage or Detention; Landscape or Open Space; Lift Station; Single Family Residential (Public Street),1,1/18/2018
77083,Compensating Open Space; Landscape or Open Space; Single Family Residential (Public Street),1,1/18/2018
77009,Single Family Residential (Public Street),1,1/18/2018
77429,Commercial,1,1/18/2018
77084,Unrestricted,1,1/18/2018
77016,Commercial; Landscape or Open Space; Single Family Residential (Public Street),1,1/18/2018
77004,Single Family Residential (Shared Driveways),1,1/18/2018
77044,Unrestricted,1,1/18/2018
77055,Landscape or Open Space; Residential Guest Parking; Single Family Residential (PAE 1/PAE 2),1,1/18/2018
77007,Single Family Residential (Public Street),1,1/18/2018
77018,Single Family Residential (Shared Driveways),1,1/18/2018
77035,Unrestricted,1,1/18/2018
77057,Single Family Residential (Shared Driveways),1,1/18/2018
77002,Unrestricted,1,1/18/2018
77447,Single Family Residential (Public Street),1,1/18/2018
77084,Unrestricted,1,1/18/2018
77053,Unrestricted,1,1/18/2018
