Zip Code,Land Use,Count,Date
77449,Single Family Residential (Public Street),1,2/15/2019
77084,Unrestricted Intended for Multifamily,1,2/15/2019
77047,Commercial,1,2/15/2019
77379,Unrestricted; Drainage or Detention; Single Family Residential (PAE 1/PAE 2),1,2/15/2019
77396,Single Family Residential (Public Street),1,2/15/2019
77386,Street Dedication,1,2/15/2019
77064,Unrestricted,1,2/15/2019
77069,Commercial,1,2/15/2019
77433,Single Family Residential (Public Street),1,2/15/2019
77365,Single Family Residential (Public Street),1,2/15/2019
77054,Single Family Residential (Shared Driveways),1,2/15/2019
77346,Landscape or Open Space; Street Dedication,1,2/15/2019
77407,Unrestricted,1,2/15/2019
77088,Unrestricted,1,2/15/2019
77073,Unrestricted,1,2/15/2019
77006,Single Family Residential (Shared Driveways),1,2/15/2019
77030,Single Family Residential (Public Street),1,2/15/2019
77386,Street Dedication,1,2/15/2019
77388,Commercial,1,2/15/2019
77449,Commercial,1,2/15/2019
77008,Residential Guest Parking; Single Family Residential (Shared Driveways),1,2/15/2019
77084,Compensating Open Space; Single Family Residential (PAE 1/PAE 2),1,2/15/2019
77076,Unrestricted,1,2/15/2019
77068,General Plan,1,2/15/2019
77068,Single Family Residential (Public Street),1,2/15/2019
77091,Single Family Residential (PAE 1/PAE 2),1,2/15/2019
77377,Other,1,2/15/2019
77379,Unrestricted; Lift Station,1,2/15/2019
77023,Residential Guest Parking; Single Family Residential (Shared Driveways),1,2/15/2019
77059,Landscape or Open Space; Single Family Residential (PAE 1/PAE 2),1,2/15/2019
77006,Single Family Residential (Public Street),1,2/15/2019
77338,Single Family Residential (Public Street),1,2/15/2019
77338,Single Family Residential (Public Street),1,2/15/2019
77008,Single Family Residential (Shared Driveways),1,2/15/2019
77021,Single Family Residential (Shared Driveways),1,2/15/2019
77388,Street Dedication,1,2/15/2019
77406,Street Dedication,1,2/15/2019
77016,Unrestricted,1,2/15/2019
77020,Single Family Residential (Public Street),1,2/15/2019
77044,Commercial,1,2/15/2019
77494,Unrestricted,1,2/15/2019
77407,Landscape or Open Space; Single Family Residential (PAE 1/PAE 2),1,2/15/2019
77021,Single Family Residential (Shared Driveways),1,2/15/2019
77532,Single Family Residential (Public Street),1,2/15/2019
77007,Single Family Residential (Public Street),1,2/15/2019
77386,Landscape or Open Space; Single Family Residential (Public Street),1,2/15/2019
77090,"Water Treatment, Production or Repressurization",1,2/15/2019
77406,Single Family Residential (Public Street),1,2/15/2019
77086,Unrestricted; Drainage or Detention,1,2/15/2019
77054,Unrestricted,1,2/15/2019
77008,Single Family Residential (Public Street),1,2/15/2019
77338,Unrestricted,1,2/15/2019
77494,Commercial,1,2/15/2019
77484,Single Family Residential (Public Street),1,2/15/2019
77493,"Compensating Open Space; Landscape or Open Space; Water Treatment, Production or Repressurization",1,2/15/2019
77449,Single Family Residential (Public Street),1,2/15/2019
77375,Single Family Residential (Public Street),1,2/15/2019
77406,General Plan,1,2/15/2019
77406,Single Family Residential (Public Street),1,2/15/2019
77407,Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street),1,2/15/2019
