Zip Code,Land Use,Count,Date
77449,Single Family Residential (Public Street),1,10/8/2018
77003,Single Family Residential (Public Street),1,10/8/2018
77027,Unrestricted Intended for Multifamily,1,10/8/2018
77004,Single Family Residential (Shared Driveways),1,10/8/2018
77053,General Plan,1,10/8/2018
77004,Single Family Residential (Public Street),1,10/8/2018
77447,Unrestricted,1,10/8/2018
77011,Unrestricted,1,10/8/2018
77336,Unrestricted,1,10/8/2018
77379,Unrestricted,1,10/8/2018
77379,Unrestricted,1,10/8/2018
77040,Unrestricted,1,10/8/2018
77433,Landscape or Open Space; Single Family Residential (Public Street); Street Dedication,1,10/8/2018
77433,Compensating Open Space; Single Family Residential (Public Street),1,10/8/2018
77084,Commercial,1,10/8/2018
77009,Single Family Residential (Public Street),1,10/8/2018
77091,Drainage or Detention; Landscape or Open Space; Single Family Residential (PAE 1/PAE 2),1,10/8/2018
77084,Unrestricted,1,10/8/2018
77084,Unrestricted,1,10/8/2018
77498,Unrestricted,1,10/8/2018
77018,Single Family Residential (PAE 1/PAE 2),1,10/8/2018
77429,Unrestricted,1,10/8/2018
77073,Commercial,1,10/8/2018
77007,Residential Guest Parking; Single Family Residential (PAE 1/PAE 2); Single Family Residential (Shared Driveways),1,10/8/2018
77085,Unrestricted,1,10/8/2018
77019,Unrestricted Intended for Multifamily,1,10/8/2018
77073,Street Dedication,1,10/8/2018
77048,Single Family Residential (Public Street),1,10/8/2018
77004,Unrestricted,1,10/8/2018
77020,Single Family Residential (Public Street),1,10/8/2018
77055,Unrestricted,1,10/8/2018
77064,Unrestricted,1,10/8/2018
77060,Unrestricted,1,10/8/2018
77020,Commercial,1,10/8/2018
77084,Single Family Residential (Public Street),1,10/8/2018
77080,Unrestricted,1,10/8/2018
77406,Unrestricted,1,10/8/2018
77004,Single Family Residential (Public Street),1,10/8/2018
77449,Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street),1,10/8/2018
77002,Unrestricted,1,10/8/2018
77493,Compensating Open Space; Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street),1,10/8/2018
77493,Landscape or Open Space,1,10/8/2018
77493,Unrestricted; Single Family Residential (Public Street),1,10/8/2018
77493,Recreation,1,10/8/2018
77087,Commercial,1,10/8/2018
77375,Landscape or Open Space; Lift Station; Single Family Residential (Public Street),1,10/8/2018
77055,Single Family Residential (Public Street),1,10/8/2018
77076,Commercial,1,10/8/2018
77020,Single Family Residential (Shared Driveways),1,10/8/2018
77020,Single Family Residential (Public Street),1,10/8/2018
77020,Single Family Residential (Public Street),1,10/8/2018
77020,Single Family Residential (Public Street); Street Dedication,1,10/8/2018
77494,Commercial,1,10/8/2018
77091,Single Family Residential (Shared Driveways),1,10/8/2018
77009,Unrestricted,1,10/8/2018
77091,Single Family Residential (Shared Driveways),1,10/8/2018
77532,Single Family Residential (Public Street),1,10/8/2018
77532,Single Family Residential (Public Street),1,10/8/2018
77018,"Church, School and Institutional",1,10/8/2018
77018,Compensating Open Space; Landscape or Open Space; Residential Guest Parking; Single Family Residential (PAE 1/PAE 2),1,10/8/2018
77379,Commercial,1,10/8/2018
77379,Unrestricted,1,10/8/2018
77063,Unrestricted,1,10/8/2018
77003,Single Family Residential (Shared Driveways),1,10/8/2018
77008,Landscape or Open Space; Residential Guest Parking; Single Family Residential (PAE 1/PAE 2),1,10/8/2018
77008,Landscape or Open Space; Residential Guest Parking; Single Family Residential (PAE 1/PAE 2),1,10/8/2018
77022,Unrestricted,1,10/8/2018
77532,General Plan,1,10/8/2018
77532,Landscape or Open Space,1,10/8/2018
77493,Unrestricted,1,10/8/2018
77020,Single Family Residential (Shared Driveways),1,10/8/2018
77365,Commercial,1,10/8/2018
77034,Commercial; Drainage or Detention; Street Dedication,1,10/8/2018
77051,General Plan,1,10/8/2018
77055,Single Family Residential (PAE 1/PAE 2),1,10/8/2018
77093,Unrestricted,1,10/8/2018
77365,Unrestricted,1,10/8/2018
77048,Unrestricted,1,10/8/2018
77020,Commercial,1,10/8/2018
77365,Single Family Residential (Public Street),1,10/8/2018
77019,Unrestricted,1,10/8/2018
77023,Commercial,1,10/8/2018
77007,Single Family Residential (Public Street),1,10/8/2018
77389,Single Family Residential (PAE 1/PAE 2); Street Dedication,1,10/8/2018
77003,Single Family Residential (Shared Driveways),1,10/8/2018
77389,Unrestricted,1,10/8/2018
77007,Single Family Residential (Public Street),1,10/8/2018
77373,"Church, School and Institutional",1,10/8/2018
77388,Unrestricted,1,10/8/2018
77020,Unrestricted,1,10/8/2018
77379,Commercial,1,10/8/2018
77051,Single Family Residential (Shared Driveways),1,10/8/2018
77092,Unrestricted,1,10/8/2018
77375,Single Family Residential (Public Street),1,10/8/2018
77009,Single Family Residential (Public Street),1,10/8/2018
77008,Residential Guest Parking; Single Family Residential (Public Street),1,10/8/2018
77018,Landscape or Open Space; Residential Guest Parking; Single Family Residential (Shared Driveways),1,10/8/2018
77019,"Unrestricted; Water Treatment, Production or Repressurization",1,10/8/2018
77007,Unrestricted,1,10/8/2018
77015,"Church, School and Institutional",1,10/8/2018
77007,Unrestricted,1,10/8/2018
77022,Unrestricted,1,10/8/2018
77346,Unrestricted,1,10/8/2018
77346,Unrestricted Intended for Multifamily,1,10/8/2018
77027,Single Family Residential (Public Street),1,10/8/2018
77019,Single Family Residential (Public Street),1,10/8/2018
77057,Single Family Residential (Public Street); Single Family Residential (Shared Driveways),1,10/8/2018
77009,Unrestricted,1,10/8/2018
77035,Compensating Open Space; Landscape or Open Space; Single Family Residential (PAE 1/PAE 2),1,10/8/2018
77545,Compensating Open Space; Single Family Residential (Public Street),1,10/8/2018
77008,Commercial,1,10/8/2018
